LanguageSkid,ChorusSkid,SentenceSequenceNbr,SentenceSkid
2,402,1,9297
2,402,2,9298
2,402,3,9299
2,402,4,9300
2,403,1,9297
2,403,2,9298
2,403,3,9299
2,403,4,9300
2,404,1,9297
2,404,2,9298
2,404,3,9299
2,404,4,9300
2,405,1,9297
2,405,2,9298
2,405,3,9299
2,405,4,9300
2,416,1,9561
2,416,2,9562
2,416,3,9563
2,416,4,9564
2,417,1,9561
2,417,2,9562
2,417,3,9563
2,417,4,9564
2,418,1,9561
2,418,2,9562
2,418,3,9563
2,418,4,9564
2,419,1,9561
2,419,2,9562
2,419,3,9563
2,419,4,9564
2,424,1,9632
2,424,2,9633
2,424,3,9634
2,424,4,9635
2,425,1,9632
2,425,2,9633
2,425,3,9634
2,425,4,9635
2,426,1,9632
2,426,2,9633
2,426,3,9634
2,426,4,9635
2,427,1,9632
2,427,2,9633
2,427,3,9634
2,427,4,9635
2,428,1,9632
2,428,2,9633
2,428,3,9634
2,428,4,9635
2,429,1,9675
2,429,2,9676
2,429,3,9677
2,429,4,9678
2,430,1,9675
2,430,2,9676
2,430,3,9677
2,430,4,9678
2,431,1,9675
2,431,2,9676
2,431,3,9677
2,431,4,9678
2,432,1,9675
2,432,2,9676
2,432,3,9677
2,432,4,9678
2,434,1,9718
2,434,2,9719
2,434,3,9720
2,434,4,9721
2,435,1,9718
2,435,2,9719
2,435,3,9720
2,435,4,9721
2,436,1,9718
2,436,2,9719
2,436,3,9720
2,436,4,9721
2,449,1,9948
2,449,2,9949
2,449,3,9948
2,449,4,9947
2,450,1,9948
2,450,2,9949
2,450,3,9948
2,450,4,9947
2,451,1,9948
2,451,2,9949
2,451,3,9948
2,451,4,9947
2,452,1,9948
2,452,2,9949
2,452,3,9948
2,452,4,9947
2,459,1,10133
2,459,2,10134
2,460,1,10133
2,460,2,10134
2,461,1,10133
2,461,2,10134
2,462,1,10133
2,462,2,10134
2,463,1,10133
2,463,2,10134
2,470,1,10501
2,470,2,10502
2,470,3,10501
2,470,4,10502
2,471,1,10501
2,471,2,10502
2,471,3,10501
2,471,4,10502
2,472,1,10501
2,472,2,10502
2,472,3,10501
2,472,4,10502
2,473,1,10501
2,473,2,10502
2,473,3,10501
2,473,4,10502
2,480,1,10673
2,480,2,10674
2,480,3,10675
2,480,4,10672
2,481,1,10673
2,481,2,10674
2,481,3,10675
2,481,4,10672
2,482,1,10673
2,482,2,10674
2,482,3,10675
2,482,4,10672
2,483,1,10673
2,483,2,10674
2,483,3,10675
2,483,4,10672
2,484,1,10673
2,484,2,10674
2,484,3,10675
2,484,4,10672
2,485,1,10742
2,485,2,10743
2,485,3,10744
2,486,1,10742
2,486,2,10743
2,486,3,10744
2,487,1,10742
2,487,2,10743
2,487,3,10744
2,488,1,10742
2,488,2,10743
2,488,3,10744
2,489,1,10742
2,489,2,10743
2,489,3,10744
2,491,1,10928
2,491,2,10929
2,492,1,10928
2,492,2,10929
2,493,1,10928
2,493,2,10929
2,494,1,11026
2,494,2,11027
2,494,3,11028
2,494,4,11029
2,495,1,11026
2,495,2,11027
2,495,3,11028
2,495,4,11029
2,496,1,11026
2,496,2,11027
2,496,3,11028
2,496,4,11029
2,497,1,11076
2,497,2,11077
2,497,3,11078
2,497,4,11079
2,498,1,11076
2,498,2,11077
2,498,3,11078
2,498,4,11079
2,499,1,11076
2,499,2,11077
2,499,3,11078
2,499,4,11079
2,500,1,11076
2,500,2,11077
2,500,3,11078
2,500,4,11079
2,501,1,11076
2,501,2,11077
2,501,3,11078
2,501,4,11079
2,506,1,11202
2,506,2,11203
2,506,3,11204
2,506,4,11205
2,507,1,11202
2,507,2,11203
2,507,3,11204
2,507,4,11205
2,508,1,11202
2,508,2,11203
2,508,3,11204
2,508,4,11205
2,509,1,11318
2,509,2,11319
2,509,3,11320
2,509,4,11321
2,510,1,11318
2,510,2,11319
2,510,3,11320
2,510,4,11321
2,511,1,11318
2,511,2,11319
2,511,3,11320
2,511,4,11321
2,512,1,11318
2,512,2,11319
2,512,3,11320
2,512,4,11321
2,513,1,11358
2,513,2,11359
2,513,3,11360
2,513,4,11357
2,514,1,11358
2,514,2,11359
2,514,3,11360
2,514,4,11357
2,515,1,11358
2,515,2,11359
2,515,3,11360
2,515,4,11357
2,516,1,11358
2,516,2,11359
2,516,3,11360
2,516,4,11357
2,517,1,11427
2,517,2,11431
2,518,1,11427
2,518,2,11431
2,519,1,11427
2,519,2,11431
2,520,1,11427
2,520,2,11431
2,521,1,11733
2,521,2,11734
2,521,3,11735
2,522,1,11733
2,522,2,11734
2,522,3,11735
2,523,1,11733
2,523,2,11734
2,523,3,11735
2,524,1,11733
2,524,2,11734
2,524,3,11735
2,525,1,11774
2,525,2,11775
2,525,3,11776
2,525,4,11773
2,526,1,11774
2,526,2,11775
2,526,3,11776
2,526,4,11773
2,527,1,11774
2,527,2,11775
2,527,3,11776
2,527,4,11773
2,528,1,11774
2,528,2,11775
2,528,3,11776
2,528,4,11773
2,529,1,11774
2,529,2,11775
2,529,3,11776
2,529,4,11773
2,530,1,11774
2,530,2,11775
2,530,3,11776
2,530,4,11773
2,531,1,11895
2,531,2,11896
2,532,1,11895
2,532,2,11896
2,533,1,11895
2,533,2,11896
2,534,1,11895
2,534,2,11896
2,535,1,11895
2,535,2,11896
2,536,1,11895
2,536,2,11896
2,537,1,11895
2,537,2,11896
2,538,1,11958
2,539,1,11958
2,540,1,11958
2,541,1,11958
2,542,1,11958
2,543,1,12001
2,543,2,12002
2,544,1,12001
2,544,2,12002
2,545,1,12001
2,545,2,12002
2,546,1,12001
2,546,2,12002
2,547,1,12001
2,547,2,12002
2,548,1,12035
2,548,2,12036
2,549,1,12035
2,549,2,12036
2,550,1,12035
2,550,2,12036
2,551,1,12035
2,551,2,12036
2,552,1,12035
2,552,2,12036
2,553,1,12035
2,553,2,12036
2,554,1,12201
2,554,2,12202
2,554,3,12203
2,555,1,12201
2,555,2,12202
2,555,3,12203
2,556,1,12201
2,556,2,12202
2,556,3,12203
2,557,1,12201
2,557,2,12202
2,557,3,12203
2,558,1,12201
2,558,2,12202
2,558,3,12203
2,562,1,12266
2,562,2,12267
2,562,3,12268
2,563,1,12266
2,563,2,12267
2,563,3,12268
2,564,1,12266
2,564,2,12267
2,564,3,12268
2,565,1,12266
2,565,2,12267
2,565,3,12268
2,566,1,12292
2,566,2,12293
2,566,3,12294
2,567,1,12292
2,567,2,12293
2,567,3,12294
2,568,1,12292
2,568,2,12293
2,568,3,12294
2,569,1,12292
2,569,2,12293
2,569,3,12294
2,570,1,12326
2,570,2,12327
2,571,1,12326
2,571,2,12327
2,572,1,12326
2,572,2,12327
2,573,1,12326
2,573,2,12327
2,574,1,12411
2,574,2,12412
2,574,3,12411
2,574,4,12413
2,575,1,12411
2,575,2,12412
2,575,3,12411
2,575,4,12413
2,576,1,12411
2,576,2,12412
2,576,3,12411
2,576,4,12413
2,577,1,12411
2,577,2,12412
2,577,3,12411
2,577,4,12413
2,578,1,12411
2,578,2,12412
2,578,3,12411
2,578,4,12413
2,579,1,12448
2,579,2,12449
2,580,1,12448
2,580,2,12449
2,581,1,12448
2,581,2,12449
2,582,1,12481
2,582,2,12482
2,583,1,12481
2,583,2,12482
2,584,1,12481
2,584,2,12482
2,585,1,12506
2,585,2,12507
2,585,3,12507
2,586,1,12506
2,586,2,12507
2,586,3,12507
2,587,1,12506
2,587,2,12507
2,587,3,12507
2,588,1,12506
2,588,2,12507
2,588,3,12507
2,589,1,12519
2,589,2,12520
2,590,1,12519
2,590,2,12520
2,591,1,12519
2,591,2,12520
2,592,1,12519
2,592,2,12520
2,593,1,12519
2,593,2,12520
2,594,1,12519
2,594,2,12520
2,595,1,12539
2,595,2,12540
2,596,1,12539
2,596,2,12540
2,597,1,12539
2,597,2,12540
2,598,1,12539
2,598,2,12540
2,599,1,12539
2,599,2,12540
2,600,1,12539
2,600,2,12540
2,601,1,12553
2,601,2,12554
2,602,1,12553
2,602,2,12554
2,603,1,12553
2,603,2,12554
2,604,1,12553
2,604,2,12554
2,605,1,12553
2,605,2,12554
2,606,1,12575
2,606,2,12576
2,607,1,12575
2,607,2,12576
2,608,1,12575
2,608,2,12576
2,609,1,12575
2,609,2,12576
2,610,1,12707
2,610,2,12708
2,610,3,12709
2,610,4,12710
2,611,1,12707
2,611,2,12708
2,611,3,12709
2,611,4,12710
2,612,1,12707
2,612,2,12708
2,612,3,12709
2,612,4,12710
2,613,1,12743
2,613,2,12744
2,614,1,12743
2,614,2,12744
2,615,1,12743
2,615,2,12744
2,616,1,12766
2,616,2,12767
2,616,3,12766
2,616,4,12767
2,617,1,12766
2,617,2,12767
2,617,3,12766
2,617,4,12767
2,618,1,12766
2,618,2,12767
2,618,3,12766
2,618,4,12767
2,619,1,12766
2,619,2,12767
2,619,3,12766
2,619,4,12767
2,620,1,12799
2,620,2,12800
2,620,3,12801
2,620,4,12802
2,620,5,12803
2,620,6,12804
2,621,1,12799
2,621,2,12800
2,621,3,12801
2,621,4,12802
2,621,5,12803
2,621,6,12804
2,622,1,12799
2,622,2,12800
2,622,3,12801
2,622,4,12802
2,622,5,12803
2,622,6,12804
2,623,1,12799
2,623,2,12800
2,623,3,12801
2,623,4,12802
2,623,5,12803
2,623,6,12804
2,624,1,12859
2,624,2,12860
2,625,1,12859
2,625,2,12860
2,626,1,12859
2,626,2,12860
2,627,1,12859
2,627,2,12860
2,628,1,12893
2,628,2,12894
2,628,3,12893
2,628,4,12895
2,629,1,12893
2,629,2,12894
2,629,3,12893
2,629,4,12895
2,630,1,12893
2,630,2,12894
2,630,3,12893
2,630,4,12895
2,631,1,12917
2,631,2,12918
2,631,3,12919
2,632,1,12917
2,632,2,12918
2,632,3,12919
2,633,1,12917
2,633,2,12918
2,633,3,12919
2,634,1,12917
2,634,2,12918
2,634,3,12919
2,638,1,13074
2,638,2,13075
2,638,3,13078
2,638,4,13079
2,639,1,13074
2,639,2,13075
2,639,3,13078
2,639,4,13079
2,640,1,13074
2,640,2,13075
2,640,3,13078
2,640,4,13079
2,641,1,13383
2,641,2,13384
2,642,1,13383
2,642,2,13384
2,643,1,13383
2,643,2,13384
2,644,1,13383
2,644,2,13384
2,645,1,13423
2,645,2,13424
2,646,1,13423
2,646,2,13424
2,647,1,13423
2,647,2,13424
2,648,1,13449
2,648,2,13450
2,648,3,13451
2,648,4,13452
2,649,1,13449
2,649,2,13450
2,649,3,13451
2,649,4,13452
2,650,1,13449
2,650,2,13450
2,650,3,13451
2,650,4,13452
2,651,1,13485
2,651,2,13486
2,652,1,13485
2,652,2,13486
2,653,1,13485
2,653,2,13486
2,654,1,13509
2,654,2,13510
2,655,1,13509
2,655,2,13510
2,656,1,13509
2,656,2,13510
2,657,1,13509
2,657,2,13510
2,658,1,13509
2,658,2,13510
2,659,1,13509
2,659,2,13510
2,660,1,13546
2,660,2,13543
2,661,1,13546
2,661,2,13543
2,662,1,13546
2,662,2,13543
2,663,1,13546
2,663,2,13543
2,664,1,13546
2,664,2,13543
2,668,1,13644
2,668,2,13645
2,669,1,13644
2,669,2,13645
2,670,1,13644
2,670,2,13645
2,671,1,13670
2,671,2,13671
2,671,3,13668
2,672,1,13670
2,672,2,13671
2,672,3,13668
2,673,1,13670
2,673,2,13671
2,673,3,13668
2,674,1,13670
2,674,2,13671
2,674,3,13668
2,675,1,13670
2,675,2,13671
2,675,3,13668
2,676,1,13726
2,676,2,13727
2,677,1,13726
2,677,2,13727
2,678,1,13726
2,678,2,13727
2,679,1,13761
2,680,1,13761
2,681,1,13761
2,682,1,13761
2,683,1,13761
2,684,1,13796
2,684,2,13797
2,684,3,13798
2,685,1,13796
2,685,2,13797
2,685,3,13798
2,686,1,13796
2,686,2,13797
2,686,3,13798
2,687,1,13796
2,687,2,13797
2,687,3,13798
2,688,1,13908
2,688,2,13909
2,688,3,13910
2,688,4,13911
2,689,1,13908
2,689,2,13909
2,689,3,13910
2,689,4,13911
2,690,1,13908
2,690,2,13909
2,690,3,13910
2,690,4,13911
2,691,1,13908
2,691,2,13909
2,691,3,13910
2,691,4,13911
2,692,1,13908
2,692,2,13909
2,692,3,13910
2,692,4,13911
2,693,1,14071
2,693,2,14072
2,693,3,14073
2,694,1,14071
2,694,2,14072
2,694,3,14073
2,695,1,14071
2,695,2,14072
2,695,3,14073
2,696,1,14071
2,696,2,14072
2,696,3,14073
2,697,1,14071
2,697,2,14072
2,697,3,14073
2,698,1,14095
2,698,2,14096
2,698,3,14097
2,699,1,14095
2,699,2,14096
2,699,3,14097
2,700,1,14095
2,700,2,14096
2,700,3,14097
2,701,1,14095
2,701,2,14096
2,701,3,14097
2,702,1,14111
2,702,2,14110
2,703,1,14111
2,703,2,14110
2,704,1,14111
2,704,2,14110
2,705,1,14142
2,705,2,14143
2,705,3,14144
2,705,4,14145
2,706,1,14142
2,706,2,14143
2,706,3,14144
2,706,4,14145
2,707,1,14142
2,707,2,14143
2,707,3,14144
2,707,4,14145
2,708,1,14196
2,708,2,14197
2,709,1,14196
2,709,2,14197
2,710,1,14196
2,710,2,14197
2,711,1,14274
2,711,2,14275
2,711,3,14276
2,711,4,14277
2,712,1,14274
2,712,2,14275
2,712,3,14276
2,712,4,14277
2,713,1,14274
2,713,2,14275
2,713,3,14276
2,713,4,14277
2,714,1,14308
2,714,2,14309
2,715,1,14308
2,715,2,14309
2,716,1,14308
2,716,2,14309
2,717,1,14308
2,717,2,14309
2,718,1,14326
2,718,2,14327
2,719,1,14326
2,719,2,14327
2,720,1,14326
2,720,2,14327
2,721,1,14399
2,721,2,14399
2,721,3,14400
2,721,4,14395
2,722,1,14399
2,722,2,14399
2,722,3,14400
2,722,4,14395
2,723,1,14399
2,723,2,14399
2,723,3,14400
2,723,4,14395
2,724,1,14399
2,724,2,14399
2,724,3,14400
2,724,4,14395
2,725,1,14452
2,725,2,14453
2,726,1,14452
2,726,2,14453
2,727,1,14452
2,727,2,14453
2,728,1,14452
2,728,2,14453
2,729,1,14527
2,729,2,14528
2,729,3,14529
2,730,1,14527
2,730,2,14528
2,730,3,14529
2,731,1,14527
2,731,2,14528
2,731,3,14529
2,732,1,14527
2,732,2,14528
2,732,3,14529
2,733,1,14584
2,733,2,14585
2,733,3,14586
2,734,1,14584
2,734,2,14585
2,734,3,14586
2,735,1,14584
2,735,2,14585
2,735,3,14586
2,736,1,14629
2,736,2,14630
2,736,3,14631
2,736,4,14632
2,737,1,14629
2,737,2,14630
2,737,3,14631
2,737,4,14632
2,738,1,14629
2,738,2,14630
2,738,3,14631
2,738,4,14632
2,739,1,14629
2,739,2,14630
2,739,3,14631
2,739,4,14632
2,740,1,14629
2,740,2,14630
2,740,3,14631
2,740,4,14632
2,741,1,14664
2,741,2,14665
2,741,3,14662
2,741,4,14663
2,742,1,14664
2,742,2,14665
2,742,3,14662
2,742,4,14663
2,743,1,14664
2,743,2,14665
2,743,3,14662
2,743,4,14663
2,744,1,14664
2,744,2,14665
2,744,3,14662
2,744,4,14663
2,745,1,14687
2,745,2,14688
2,746,1,14687
2,746,2,14688
2,747,1,14687
2,747,2,14688
2,748,1,14687
2,748,2,14688
2,749,1,14737
2,749,2,14738
2,750,1,14737
2,750,2,14738
2,751,1,14737
2,751,2,14738
2,752,1,14737
2,752,2,14738
2,753,1,14773
2,753,2,14774
2,753,3,14775
2,753,4,14776
2,754,1,14773
2,754,2,14774
2,754,3,14775
2,754,4,14776
2,755,1,14773
2,755,2,14774
2,755,3,14775
2,755,4,14776
2,756,1,14773
2,756,2,14774
2,756,3,14775
2,756,4,14776
2,757,1,14773
2,757,2,14774
2,757,3,14775
2,757,4,14776
2,758,1,14876
2,758,2,14877
2,758,3,14876
2,758,4,14875
2,759,1,14876
2,759,2,14877
2,759,3,14876
2,759,4,14875
2,760,1,14876
2,760,2,14877
2,760,3,14876
2,760,4,14875
2,761,1,14876
2,761,2,14877
2,761,3,14876
2,761,4,14875
2,762,1,14876
2,762,2,14877
2,762,3,14876
2,762,4,14875
2,763,1,14922
2,763,2,14923
2,763,3,14924
2,763,4,14925
2,763,5,14926
2,763,6,14921
2,764,1,14922
2,764,2,14923
2,764,3,14924
2,764,4,14925
2,764,5,14926
2,764,6,14921
2,765,1,14922
2,765,2,14923
2,765,3,14924
2,765,4,14925
2,765,5,14926
2,765,6,14921
2,766,1,14922
2,766,2,14923
2,766,3,14924
2,766,4,14925
2,766,5,14926
2,766,6,14921
2,767,1,14922
2,767,2,14923
2,767,3,14924
2,767,4,14925
2,767,5,14926
2,767,6,14921
2,768,1,14966
2,768,2,14967
2,769,1,14966
2,769,2,14967
2,770,1,14966
2,770,2,14967
2,771,1,14966
2,771,2,14967
2,780,1,15088
2,780,2,15089
2,780,3,15090
2,780,4,15091
2,781,1,15088
2,781,2,15089
2,781,3,15090
2,781,4,15091
2,782,1,15088
2,782,2,15089
2,782,3,15090
2,782,4,15091
2,783,1,15117
2,783,2,15118
2,783,3,15117
2,783,4,15119
2,784,1,15117
2,784,2,15118
2,784,3,15117
2,784,4,15119
2,785,1,15117
2,785,2,15118
2,785,3,15117
2,785,4,15119
2,786,1,15166
2,786,2,15167
2,787,1,15166
2,787,2,15167
2,788,1,15166
2,788,2,15167
2,789,1,15166
2,789,2,15167
2,794,1,15281
2,794,2,15282
2,795,1,15281
2,795,2,15282
2,796,1,15281
2,796,2,15282
2,797,1,15281
2,797,2,15282
2,798,1,15312
2,798,2,15316
2,798,3,15317
2,798,4,15318
2,799,1,15312
2,799,2,15316
2,799,3,15317
2,799,4,15318
2,800,1,15312
2,800,2,15316
2,800,3,15317
2,800,4,15318
2,801,1,15312
2,801,2,15316
2,801,3,15317
2,801,4,15318
2,806,1,15603
2,806,2,15604
2,806,3,15603
2,806,4,15604
2,807,1,15603
2,807,2,15604
2,807,3,15603
2,807,4,15604
2,808,1,15603
2,808,2,15604
2,808,3,15603
2,808,4,15604
2,809,1,15688
2,809,2,15689
2,809,3,15690
2,809,4,15691
2,810,1,15688
2,810,2,15689
2,810,3,15690
2,810,4,15691
2,811,1,15688
2,811,2,15689
2,811,3,15690
2,811,4,15691
2,812,1,15738
2,812,2,15739
2,812,3,15740
2,812,4,15741
2,813,1,15738
2,813,2,15739
2,813,3,15740
2,813,4,15741
2,814,1,15738
2,814,2,15739
2,814,3,15740
2,814,4,15741
2,815,1,15738
2,815,2,15739
2,815,3,15740
2,815,4,15741
2,816,1,15768
2,816,2,15769
2,817,1,15768
2,817,2,15769
2,818,1,15768
2,818,2,15769
2,819,1,15768
2,819,2,15769
2,820,1,15768
2,820,2,15769
2,821,1,15850
2,821,2,15851
2,822,1,15850
2,822,2,15851
2,823,1,15850
2,823,2,15851
2,824,1,15850
2,824,2,15851
2,825,1,15850
2,825,2,15851
2,839,1,16255
2,839,2,16256
2,840,1,16255
2,840,2,16256
2,841,1,16255
2,841,2,16256
2,842,1,16255
2,842,2,16256
2,843,1,16311
2,843,2,16312
2,844,1,16311
2,844,2,16312
2,845,1,16311
2,845,2,16312
2,846,1,16311
2,846,2,16312
2,847,1,16311
2,847,2,16312
2,848,1,16345
2,848,2,16346
2,848,3,16345
2,848,4,16344
2,849,1,16345
2,849,2,16346
2,849,3,16345
2,849,4,16344
2,850,1,16345
2,850,2,16346
2,850,3,16345
2,850,4,16344
2,851,1,16397
2,851,2,16398
2,852,1,16397
2,852,2,16398
2,853,1,16397
2,853,2,16398
2,854,1,16397
2,854,2,16398
2,874,1,16680
2,874,2,16681
2,874,3,16682
2,874,4,16683
2,875,1,16680
2,875,2,16681
2,875,3,16682
2,875,4,16683
2,876,1,16680
2,876,2,16681
2,876,3,16682
2,876,4,16683
2,877,1,16680
2,877,2,16681
2,877,3,16682
2,877,4,16683
2,896,1,16854
2,896,2,16855
2,897,1,16854
2,897,2,16855
2,898,1,16854
2,898,2,16855
2,899,1,16854
2,899,2,16855
2,900,1,16854
2,900,2,16855
2,901,1,16854
2,901,2,16855
2,905,1,16906
2,905,2,16907
2,905,3,16908
2,905,4,16909
2,906,1,16906
2,906,2,16907
2,906,3,16908
2,906,4,16909
2,907,1,16906
2,907,2,16907
2,907,3,16908
2,907,4,16909
2,917,1,17069
2,917,2,17070
2,918,1,17069
2,918,2,17070
2,919,1,17069
2,919,2,17070
2,920,1,17069
2,920,2,17070
2,921,1,17069
2,921,2,17070
2,922,1,17069
2,922,2,17070
2,975,1,17450
2,975,2,17451
2,976,1,17450
2,976,2,17451
2,977,1,17450
2,977,2,17451
2,978,1,17490
2,978,2,17490
2,979,1,17490
2,979,2,17490
2,980,1,17490
2,980,2,17490
2,981,1,17490
2,981,2,17490
2,1015,1,18196
2,1015,2,18197
2,1016,1,18196
2,1016,2,18197
2,1017,1,18196
2,1017,2,18197
2,1018,1,18196
2,1018,2,18197
2,1020,1,18313
2,1020,2,18313
2,1020,3,18314
2,1020,4,18312
2,1021,1,18313
2,1021,2,18313
2,1021,3,18314
2,1021,4,18312
2,1022,1,18313
2,1022,2,18313
2,1022,3,18314
2,1022,4,18312
2,1023,1,18313
2,1023,2,18313
2,1023,3,18314
2,1023,4,18312
2,1024,1,18313
2,1024,2,18313
2,1024,3,18314
2,1024,4,18312
2,1036,1,18473
2,1036,2,18474
2,1036,3,18475
2,1036,4,18476
2,1037,1,18473
2,1037,2,18474
2,1037,3,18475
2,1037,4,18476
2,1038,1,18473
2,1038,2,18474
2,1038,3,18475
2,1038,4,18476
2,1039,1,18513
2,1039,2,18514
2,1039,3,18515
2,1039,4,18516
2,1039,5,18517
2,1039,6,18518
2,1040,1,18513
2,1040,2,18514
2,1040,3,18515
2,1040,4,18516
2,1040,5,18517
2,1040,6,18518
2,1041,1,18513
2,1041,2,18514
2,1041,3,18515
2,1041,4,18516
2,1041,5,18517
2,1041,6,18518
2,1042,1,18513
2,1042,2,18514
2,1042,3,18515
2,1042,4,18516
2,1042,5,18517
2,1042,6,18518
2,1043,1,18513
2,1043,2,18514
2,1043,3,18515
2,1043,4,18516
2,1043,5,18517
2,1043,6,18518
2,1044,1,18617
2,1044,2,18617
2,1044,3,18618
2,1044,4,18617
2,1045,1,18617
2,1045,2,18617
2,1045,3,18618
2,1045,4,18617
2,1046,1,18617
2,1046,2,18617
2,1046,3,18618
2,1046,4,18617
2,1047,1,18617
2,1047,2,18617
2,1047,3,18618
2,1047,4,18617
2,1057,1,18926
2,1057,2,18927
2,1057,3,18928
2,1058,1,18926
2,1058,2,18927
2,1058,3,18928
2,1059,1,18926
2,1059,2,18927
2,1059,3,18928
2,1060,1,18926
2,1060,2,18927
2,1060,3,18928
2,1061,1,18961
2,1061,2,18962
2,1061,3,18963
2,1061,4,18964
2,1062,1,18961
2,1062,2,18962
2,1062,3,18963
2,1062,4,18964
2,1063,1,18961
2,1063,2,18962
2,1063,3,18963
2,1063,4,18964
2,1087,1,19722
2,1087,2,19723
2,1087,3,19724
2,1087,4,19725
2,1088,1,19722
2,1088,2,19723
2,1088,3,19724
2,1088,4,19725
2,1089,1,19722
2,1089,2,19723
2,1089,3,19724
2,1089,4,19725
2,1093,1,19897
2,1093,2,19898
2,1094,1,19897
2,1094,2,19898
2,1095,1,19897
2,1095,2,19898
2,1096,1,19897
2,1096,2,19898
2,1097,1,19937
2,1097,2,19938
2,1098,1,19937
2,1098,2,19938
2,1099,1,19937
2,1099,2,19938
2,1104,1,19995
2,1104,2,19996
2,1105,1,19995
2,1105,2,19996
2,1106,1,19995
2,1106,2,19996
2,1107,1,19995
2,1107,2,19996
2,1108,1,20024
2,1108,2,20025
2,1108,3,20026
2,1108,4,20027
2,1109,1,20024
2,1109,2,20025
2,1109,3,20026
2,1109,4,20027
2,1110,1,20024
2,1110,2,20025
2,1110,3,20026
2,1110,4,20027
2,1111,1,20024
2,1111,2,20025
2,1111,3,20026
2,1111,4,20027
2,1112,1,20064
2,1112,2,20065
2,1112,3,20066
2,1112,4,20067
2,1113,1,20064
2,1113,2,20065
2,1113,3,20066
2,1113,4,20067
2,1114,1,20064
2,1114,2,20065
2,1114,3,20066
2,1114,4,20067
2,1115,1,20064
2,1115,2,20065
2,1115,3,20066
2,1115,4,20067
2,1116,1,20064
2,1116,2,20065
2,1116,3,20066
2,1116,4,20067
2,1117,1,20097
2,1117,2,20098
2,1118,1,20097
2,1118,2,20098
2,1119,1,20097
2,1119,2,20098
2,1120,1,20097
2,1120,2,20098
2,1121,1,20097
2,1121,2,20098
2,1122,1,20117
2,1122,2,20118
2,1123,1,20117
2,1123,2,20118
2,1124,1,20117
2,1124,2,20118
2,1125,1,20137
2,1125,2,20138
2,1126,1,20137
2,1126,2,20138
2,1127,1,20137
2,1127,2,20138
2,1128,1,20137
2,1128,2,20138
2,1129,1,20137
2,1129,2,20138
2,1130,1,20307
2,1130,2,20308
2,1131,1,20307
2,1131,2,20308
2,1132,1,20307
2,1132,2,20308
2,1133,1,20340
2,1133,2,20341
2,1134,1,20340
2,1134,2,20341
2,1135,1,20340
2,1135,2,20341
2,1136,1,20340
2,1136,2,20341
2,1137,1,20340
2,1137,2,20341
2,1138,1,20370
2,1138,2,20371
2,1138,3,20372
2,1138,4,20373
2,1139,1,20370
2,1139,2,20371
2,1139,3,20372
2,1139,4,20373
2,1140,1,20370
2,1140,2,20371
2,1140,3,20372
2,1140,4,20373
2,1141,1,21009
2,1141,2,21010
2,1142,1,21009
2,1142,2,21010
2,1143,1,21009
2,1143,2,21010
2,1144,1,21009
2,1144,2,21010
2,1149,1,21101
2,1149,2,21102
2,1149,3,21101
2,1149,4,21103
2,1150,1,21101
2,1150,2,21102
2,1150,3,21101
2,1150,4,21103
2,1151,1,21101
2,1151,2,21102
2,1151,3,21101
2,1151,4,21103
2,1152,1,21101
2,1152,2,21102
2,1152,3,21101
2,1152,4,21103
2,1153,1,21101
2,1153,2,21102
2,1153,3,21101
2,1153,4,21103
2,1154,1,21139
2,1154,2,21140
2,1154,3,21141
2,1154,4,21142
2,1155,1,21139
2,1155,2,21140
2,1155,3,21141
2,1155,4,21142
2,1156,1,21139
2,1156,2,21140
2,1156,3,21141
2,1156,4,21142
2,1157,1,21139
2,1157,2,21140
2,1157,3,21141
2,1157,4,21142
2,1165,1,21350
2,1165,2,21351
2,1165,3,21352
2,1165,4,21353
2,1166,1,21350
2,1166,2,21351
2,1166,3,21352
2,1166,4,21353
2,1167,1,21350
2,1167,2,21351
2,1167,3,21352
2,1167,4,21353
2,1174,1,21541
2,1174,2,21542
2,1174,3,21543
2,1175,1,21541
2,1175,2,21542
2,1175,3,21543
2,1176,1,21541
2,1176,2,21542
2,1176,3,21543
2,1177,1,21541
2,1177,2,21542
2,1177,3,21543
2,1178,1,21670
2,1178,2,21671
2,1179,1,21670
2,1179,2,21671
2,1180,1,21670
2,1180,2,21671
2,1181,1,21670
2,1181,2,21671
2,1182,1,21670
2,1182,2,21671
2,1183,1,21670
2,1183,2,21671
2,1184,1,21722
2,1184,2,21723
2,1185,1,21722
2,1185,2,21723
2,1186,1,21722
2,1186,2,21723
2,1187,1,21722
2,1187,2,21723
2,1188,1,21722
2,1188,2,21723
2,1192,1,21895
2,1192,2,21896
2,1192,3,21897
2,1192,4,21898
2,1193,1,21895
2,1193,2,21896
2,1193,3,21897
2,1193,4,21898
2,1194,1,21895
2,1194,2,21896
2,1194,3,21897
2,1194,4,21898
2,1195,1,21895
2,1195,2,21896
2,1195,3,21897
2,1195,4,21898
2,1196,1,21895
2,1196,2,21896
2,1196,3,21897
2,1196,4,21898
2,1201,1,21988
2,1201,2,21992
2,1201,3,21988
2,1201,4,21993
2,1202,1,21988
2,1202,2,21992
2,1202,3,21988
2,1202,4,21993
2,1203,1,21988
2,1203,2,21992
2,1203,3,21988
2,1203,4,21993
2,1204,1,21988
2,1204,2,21992
2,1204,3,21988
2,1204,4,21993
2,1205,1,21988
2,1205,2,21992
