LanguageSkid,ChorusSkid,SentenceSequenceNbr,SentenceSkid
1,661,2,14059
1,661,3,14060
1,662,1,14058
1,662,2,14059
1,662,3,14060
1,663,1,14058
1,663,2,14059
1,663,3,14060
1,664,1,14084
1,664,2,14085
1,664,3,14086
1,665,1,14084
1,665,2,14085
1,665,3,14086
1,666,1,14084
1,666,2,14085
1,666,3,14086
1,667,1,14084
1,667,2,14085
1,667,3,14086
1,668,1,14106
1,668,2,14105
1,669,1,14106
1,669,2,14105
1,670,1,14106
1,670,2,14105
1,671,1,14126
1,671,2,14127
1,671,3,14128
1,671,4,14129
1,672,1,14126
1,672,2,14127
1,672,3,14128
1,672,4,14129
1,673,1,14126
1,673,2,14127
1,673,3,14128
1,673,4,14129
1,674,1,14182
1,674,2,14183
1,675,1,14182
1,675,2,14183
1,676,1,14182
1,676,2,14183
1,677,1,14258
1,677,2,14259
1,677,3,14260
1,677,4,14261
1,678,1,14258
1,678,2,14259
1,678,3,14260
1,678,4,14261
1,679,1,14258
1,679,2,14259
1,679,3,14260
1,679,4,14261
1,680,1,14298
1,680,2,14299
1,681,1,14298
1,681,2,14299
1,682,1,14298
1,682,2,14299
1,683,1,14298
1,683,2,14299
1,684,1,14318
1,684,2,14319
1,685,1,14318
1,685,2,14319
1,686,1,14318
1,686,2,14319
1,687,1,14385
1,687,2,14385
1,687,3,14382
1,687,4,14381
1,688,1,14385
1,688,2,14385
1,688,3,14382
1,688,4,14381
1,689,1,14385
1,689,2,14385
1,689,3,14382
1,689,4,14381
1,690,1,14385
1,690,2,14385
1,690,3,14382
1,690,4,14381
1,691,1,14442
1,691,2,14443
1,692,1,14442
1,692,2,14443
1,693,1,14442
1,693,2,14443
1,694,1,14442
1,694,2,14443
1,695,1,14509
1,695,2,14510
1,695,3,14511
1,696,1,14509
1,696,2,14510
1,696,3,14511
1,697,1,14509
1,697,2,14510
1,697,3,14511
1,698,1,14509
1,698,2,14510
1,698,3,14511
1,699,1,14572
1,699,2,14573
1,699,3,14574
1,700,1,14572
1,700,2,14573
1,700,3,14574
1,701,1,14572
1,701,2,14573
1,701,3,14574
1,702,1,14649
1,702,2,14650
1,702,3,14647
1,702,4,14648
1,703,1,14649
1,703,2,14650
1,703,3,14647
1,703,4,14648
1,704,1,14649
1,704,2,14650
1,704,3,14647
1,704,4,14648
1,705,1,14649
1,705,2,14650
1,705,3,14647
1,705,4,14648
1,706,1,14677
1,706,2,14678
1,707,1,14677
1,707,2,14678
1,708,1,14677
1,708,2,14678
1,709,1,14677
1,709,2,14678
1,710,1,14727
1,710,2,14728
1,711,1,14727
1,711,2,14728
1,712,1,14727
1,712,2,14728
1,713,1,14727
1,713,2,14728
1,714,1,14749
1,714,2,14750
1,714,3,14751
1,714,4,14752
1,715,1,14749
1,715,2,14750
1,715,3,14751
1,715,4,14752
1,716,1,14749
1,716,2,14750
1,716,3,14751
1,716,4,14752
1,717,1,14749
1,717,2,14750
1,717,3,14751
1,717,4,14752
1,718,1,14749
1,718,2,14750
1,718,3,14751
1,718,4,14752
1,719,1,14858
1,719,2,14859
1,719,3,14858
1,719,4,14859
1,720,1,14858
1,720,2,14859
1,720,3,14858
1,720,4,14859
1,721,1,14858
1,721,2,14859
1,721,3,14858
1,721,4,14859
1,722,1,14858
1,722,2,14859
1,722,3,14858
1,722,4,14859
1,723,1,14858
1,723,2,14859
1,723,3,14858
1,723,4,14859
1,724,1,14896
1,724,2,14897
1,724,3,14898
1,724,4,14899
1,724,5,14900
1,724,6,14895
1,725,1,14896
1,725,2,14897
1,725,3,14898
1,725,4,14899
1,725,5,14900
1,725,6,14895
1,726,1,14896
1,726,2,14897
1,726,3,14898
1,726,4,14899
1,726,5,14900
1,726,6,14895
1,727,1,14896
1,727,2,14897
1,727,3,14898
1,727,4,14899
1,727,5,14900
1,727,6,14895
1,728,1,14952
1,728,2,14953
1,729,1,14952
1,729,2,14953
1,730,1,14952
1,730,2,14953
1,731,1,14952
1,731,2,14953
1,740,1,15073
1,740,2,15074
1,740,3,15075
1,740,4,15076
1,741,1,15073
1,741,2,15074
1,741,3,15075
1,741,4,15076
1,742,1,15073
1,742,2,15074
1,742,3,15075
1,742,4,15076
1,743,1,15102
1,743,2,15103
1,743,3,15102
1,743,4,15104
1,744,1,15102
1,744,2,15103
1,744,3,15102
1,744,4,15104
1,745,1,15102
1,745,2,15103
1,745,3,15102
1,745,4,15104
1,746,1,15148
1,746,2,15149
1,747,1,15148
1,747,2,15149
1,748,1,15148
1,748,2,15149
1,749,1,15148
1,749,2,15149
1,754,1,15267
1,754,2,15266
1,755,1,15267
1,755,2,15266
1,756,1,15267
1,756,2,15266
1,757,1,15267
1,757,2,15266
1,758,1,15295
1,758,2,15299
1,758,3,15300
1,758,4,15301
1,759,1,15295
1,759,2,15299
1,759,3,15300
1,759,4,15301
1,760,1,15295
1,760,2,15299
1,760,3,15300
1,760,4,15301
1,761,1,15295
1,761,2,15299
1,761,3,15300
1,761,4,15301
1,766,1,15589
1,766,2,15590
1,766,3,15589
1,766,4,15590
1,767,1,15589
1,767,2,15590
1,767,3,15589
1,767,4,15590
1,768,1,15589
1,768,2,15590
1,768,3,15589
1,768,4,15590
1,769,1,15673
1,769,2,15670
1,769,3,15674
1,769,4,15675
1,770,1,15673
1,770,2,15670
1,770,3,15674
1,770,4,15675
1,771,1,15673
1,771,2,15670
1,771,3,15674
1,771,4,15675
1,774,1,15718
1,774,2,15719
1,774,3,15720
1,774,4,15721
1,775,1,15718
1,775,2,15719
1,775,3,15720
1,775,4,15721
1,776,1,15718
1,776,2,15719
1,776,3,15720
1,776,4,15721
1,777,1,15718
1,777,2,15719
1,777,3,15720
1,777,4,15721
1,778,1,15756
1,778,2,15757
1,779,1,15756
1,779,2,15757
1,780,1,15756
1,780,2,15757
1,781,1,15756
1,781,2,15757
1,782,1,15756
1,782,2,15757
1,783,1,15838
1,783,2,15839
1,784,1,15838
1,784,2,15839
1,785,1,15838
1,785,2,15839
1,786,1,15838
1,786,2,15839
1,787,1,15838
1,787,2,15839
1,793,1,16237
1,793,2,16238
1,794,1,16237
1,794,2,16238
1,795,1,16237
1,795,2,16238
1,796,1,16237
1,796,2,16238
1,797,1,16289
1,797,2,16290
1,798,1,16289
1,798,2,16290
1,799,1,16289
1,799,2,16290
1,800,1,16289
1,800,2,16290
1,801,1,16289
1,801,2,16290
1,802,1,16333
1,802,2,16334
1,802,3,16333
1,802,4,16332
1,803,1,16333
1,803,2,16334
1,803,3,16333
1,803,4,16332
1,804,1,16333
1,804,2,16334
1,804,3,16333
1,804,4,16332
1,805,1,16387
1,805,2,16388
1,806,1,16387
1,806,2,16388
1,807,1,16387
1,807,2,16388
1,808,1,16387
1,808,2,16388
1,812,1,16656
1,812,2,16657
1,812,3,16658
1,812,4,16659
1,813,1,16656
1,813,2,16657
1,813,3,16658
1,813,4,16659
1,814,1,16656
1,814,2,16657
1,814,3,16658
1,814,4,16659
1,815,1,16656
1,815,2,16657
1,815,3,16658
1,815,4,16659
1,816,1,16840
1,816,2,16841
1,817,1,16840
1,817,2,16841
1,818,1,16840
1,818,2,16841
1,819,1,16840
1,819,2,16841
1,820,1,16840
1,820,2,16841
1,821,1,16840
1,821,2,16841
1,822,1,16890
1,822,2,16891
1,822,3,16892
1,822,4,16893
1,823,1,16890
1,823,2,16891
1,823,3,16892
1,823,4,16893
1,824,1,16890
1,824,2,16891
1,824,3,16892
1,824,4,16893
1,825,1,17055
1,825,2,17056
1,826,1,17055
1,826,2,17056
1,827,1,17055
1,827,2,17056
1,828,1,17055
1,828,2,17056
1,829,1,17055
1,829,2,17056
1,830,1,17055
1,830,2,17056
1,831,1,17442
1,831,2,17443
1,832,1,17442
1,832,2,17443
1,833,1,17442
1,833,2,17443
1,834,1,17480
1,834,2,17481
1,835,1,17480
1,835,2,17481
1,836,1,17480
1,836,2,17481
1,837,1,17480
1,837,2,17481
1,842,1,18175
1,842,2,18179
1,843,1,18175
1,843,2,18179
1,844,1,18175
1,844,2,18179
1,845,1,18175
1,845,2,18179
1,846,1,18298
1,846,2,18298
1,846,3,18300
1,846,4,18298
1,847,1,18298
1,847,2,18298
1,847,3,18300
1,847,4,18298
1,848,1,18298
1,848,2,18298
1,848,3,18300
1,848,4,18298
1,849,1,18298
1,849,2,18298
1,849,3,18300
1,849,4,18298
1,850,1,18298
1,850,2,18298
1,850,3,18300
1,850,4,18298
1,856,1,18457
1,856,2,18458
1,856,3,18459
1,856,4,18460
1,857,1,18457
1,857,2,18458
1,857,3,18459
1,857,4,18460
1,858,1,18457
1,858,2,18458
1,858,3,18459
1,858,4,18460
1,859,1,18489
1,859,2,18490
1,859,3,18491
1,859,4,18492
1,859,5,18489
1,859,6,18490
1,860,1,18489
1,860,2,18490
1,860,3,18491
1,860,4,18492
1,860,5,18489
1,860,6,18490
1,861,1,18489
1,861,2,18490
1,861,3,18491
1,861,4,18492
1,861,5,18489
1,861,6,18490
1,862,1,18489
1,862,2,18490
1,862,3,18491
1,862,4,18492
1,862,5,18489
1,862,6,18490
1,863,1,18489
1,863,2,18490
1,863,3,18491
1,863,4,18492
1,863,5,18489
1,863,6,18490
1,864,1,18601
1,864,2,18601
1,864,3,18602
1,864,4,18603
1,865,1,18601
1,865,2,18601
1,865,3,18602
1,865,4,18603
1,866,1,18601
1,866,2,18601
1,866,3,18602
1,866,4,18603
1,867,1,18601
1,867,2,18601
1,867,3,18602
1,867,4,18603
1,875,1,18907
1,875,2,18908
1,875,3,18909
1,876,1,18907
1,876,2,18908
1,876,3,18909
1,877,1,18907
1,877,2,18908
1,877,3,18909
1,878,1,18907
1,878,2,18908
1,878,3,18909
1,879,1,18945
1,879,2,18946
1,879,3,18947
1,879,4,18948
1,880,1,18945
1,880,2,18946
1,880,3,18947
1,880,4,18948
1,881,1,18945
1,881,2,18946
1,881,3,18947
1,881,4,18948
1,889,1,19706
1,889,2,19707
1,889,3,19708
1,889,4,19709
1,890,1,19706
1,890,2,19707
1,890,3,19708
1,890,4,19709
1,891,1,19706
1,891,2,19707
1,891,3,19708
1,891,4,19709
1,895,1,19923
1,895,2,19924
1,896,1,19923
1,896,2,19924
1,897,1,19923
1,897,2,19924
1,902,1,19987
1,902,2,19988
1,903,1,19987
1,903,2,19988
1,904,1,19987
1,904,2,19988
1,905,1,19987
1,905,2,19988
1,906,1,20004
1,906,2,20005
1,906,3,20006
1,906,4,20007
1,907,1,20004
1,907,2,20005
1,907,3,20006
1,907,4,20007
1,908,1,20004
1,908,2,20005
1,908,3,20006
1,908,4,20007
1,909,1,20004
1,909,2,20005
1,909,3,20006
1,909,4,20007
1,910,1,20044
1,910,2,20045
1,910,3,20046
1,910,4,20047
1,911,1,20044
1,911,2,20045
1,911,3,20046
1,911,4,20047
1,912,1,20044
1,912,2,20045
1,912,3,20046
1,912,4,20047
1,913,1,20044
1,913,2,20045
1,913,3,20046
1,913,4,20047
1,914,1,20044
1,914,2,20045
1,914,3,20046
1,914,4,20047
1,915,1,20085
1,915,2,20086
1,916,1,20085
1,916,2,20086
1,917,1,20085
1,917,2,20086
1,918,1,20085
1,918,2,20086
1,919,1,20085
1,919,2,20086
1,920,1,20109
1,920,2,20110
1,921,1,20109
1,921,2,20110
1,922,1,20109
1,922,2,20110
1,923,1,20125
1,923,2,20126
1,924,1,20125
1,924,2,20126
1,925,1,20125
1,925,2,20126
1,926,1,20125
1,926,2,20126
1,927,1,20125
1,927,2,20126
1,928,1,20299
1,928,2,20300
1,929,1,20299
1,929,2,20300
1,930,1,20299
1,930,2,20300
1,931,1,20328
1,931,2,20329
1,932,1,20328
1,932,2,20329
1,933,1,20328
1,933,2,20329
1,934,1,20328
1,934,2,20329
1,935,1,20328
1,935,2,20329
1,936,1,20354
1,936,2,20355
1,936,3,20356
1,936,4,20357
1,937,1,20354
1,937,2,20355
1,937,3,20356
1,937,4,20357
1,938,1,20354
1,938,2,20355
1,938,3,20356
1,938,4,20357
1,939,1,20997
1,939,2,20998
1,940,1,20997
1,940,2,20998
1,941,1,20997
1,941,2,20998
1,942,1,20997
1,942,2,20998
1,947,1,21078
1,947,2,21079
1,947,3,21078
1,947,4,21080
1,948,1,21078
1,948,2,21079
1,948,3,21078
1,948,4,21080
1,949,1,21078
1,949,2,21079
1,949,3,21078
1,949,4,21080
1,950,1,21078
1,950,2,21079
1,950,3,21078
1,950,4,21080
1,951,1,21078
1,951,2,21079
1,951,3,21078
1,951,4,21080
1,952,1,21124
1,952,2,21124
1,952,3,21125
1,952,4,21123
1,953,1,21124
1,953,2,21124
1,953,3,21125
1,953,4,21123
1,954,1,21124
1,954,2,21124
1,954,3,21125
1,954,4,21123
1,955,1,21124
1,955,2,21124
1,955,3,21125
1,955,4,21123
1,963,1,21334
1,963,2,21335
1,963,3,21336
1,963,4,21337
1,964,1,21334
1,964,2,21335
1,964,3,21336
1,964,4,21337
1,965,1,21334
1,965,2,21335
1,965,3,21336
1,965,4,21337
1,972,1,21526
1,972,2,21527
1,972,3,21528
1,973,1,21526
1,973,2,21527
1,973,3,21528
1,974,1,21526
1,974,2,21527
1,974,3,21528
1,975,1,21526
1,975,2,21527
1,975,3,21528
1,976,1,21644
1,976,2,21645
1,977,1,21644
1,977,2,21645
1,978,1,21644
1,978,2,21645
1,979,1,21644
1,979,2,21645
1,980,1,21644
1,980,2,21645
1,981,1,21644
1,981,2,21645
1,982,1,21697
1,982,2,21696
1,983,1,21697
1,983,2,21696
1,984,1,21697
1,984,2,21696
1,985,1,21697
1,985,2,21696
1,986,1,21697
1,986,2,21696
1,990,1,21874
1,990,2,21875
1,990,3,21878
1,990,4,21877
1,991,1,21874
1,991,2,21875
1,991,3,21878
1,991,4,21877
1,992,1,21874
1,992,2,21875
1,992,3,21878
1,992,4,21877
1,993,1,21874
1,993,2,21875
1,993,3,21878
1,993,4,21877
1,994,1,21874
1,994,2,21875
1,994,3,21878
1,994,4,21877
1,999,1,21968
1,999,2,21969
1,999,3,21968
1,999,4,21967
1,1000,1,21968
1,1000,2,21969
1,1000,3,21968
1,1000,4,21967
1,1001,1,21968
1,1001,2,21969
1,1001,3,21968
1,1001,4,21967
1,1002,1,21968
1,1002,2,21969
1,1002,3,21968
1,1002,4,21967
1,1003,1,21968
1,1003,2,21969
1,1003,3,21968
1,1003,4,21967
1,1004,1,21968
1,1004,2,21969
1,1004,3,21968
1,1004,4,21967
1,1010,1,22040
1,1010,2,22041
1,1010,3,22042
1,1010,4,22043
1,1011,1,22040
1,1011,2,22041
1,1011,3,22042
1,1011,4,22043
1,1012,1,22040
1,1012,2,22041
1,1012,3,22042
1,1012,4,22043
1,1013,1,22040
1,1013,2,22041
1,1013,3,22042
1,1013,4,22043
1,1014,1,22040
1,1014,2,22041
1,1014,3,22042
1,1014,4,22043
1,1015,1,22040
1,1015,2,22041
1,1015,3,22042
1,1015,4,22043
1,1021,1,22247
1,1021,2,22248
1,1021,3,22247
1,1021,4,22249
1,1022,1,22247
1,1022,2,22248
1,1022,3,22247
1,1022,4,22249
1,1023,1,22247
1,1023,2,22248
1,1023,3,22247
1,1023,4,22249
1,1024,1,22423
1,1024,2,22424
1,1024,3,22425
1,1024,4,22426
1,1025,1,22423
1,1025,2,22424
1,1025,3,22425
1,1025,4,22426
1,1026,1,22423
1,1026,2,22424
1,1026,3,22425
1,1026,4,22426
1,1027,1,22423
1,1027,2,22424
1,1027,3,22425
1,1027,4,22426
1,1028,1,22465
1,1028,2,22466
1,1029,1,22465
1,1029,2,22466
1,1030,1,22465
1,1030,2,22466
1,1035,1,22729
1,1035,2,22730
1,1035,3,22731
1,1035,4,22732
1,1036,1,22729
1,1036,2,22730
1,1036,3,22731
1,1036,4,22732
1,1037,1,22729
1,1037,2,22730
1,1037,3,22731
1,1037,4,22732
1,1038,1,22833
1,1038,2,22834
1,1039,1,22833
1,1039,2,22834
1,1040,1,22833
1,1040,2,22834
1,1041,1,22865
1,1041,2,22866
1,1042,1,22865
1,1042,2,22866
1,1043,1,22865
1,1043,2,22866
1,1044,1,23116
1,1044,2,23117
1,1044,3,23118
1,1044,4,23119
1,1044,5,23120
1,1045,1,23116
1,1045,2,23117
1,1045,3,23118
1,1045,4,23119
1,1045,5,23120
1,1046,1,23116
1,1046,2,23117
1,1046,3,23118
1,1046,4,23119
1,1046,5,23120
1,1047,1,23158
1,1047,2,23159
1,1048,1,23158
1,1048,2,23159
1,1049,1,23158
1,1049,2,23159
1,1050,1,23176
1,1050,2,23177
1,1051,1,23176
1,1051,2,23177
1,1052,1,23176
1,1052,2,23177
1,1053,1,23204
1,1053,2,23203
1,1054,1,23204
1,1054,2,23203
1,1055,1,23204
1,1055,2,23203
1,1065,1,23488
1,1065,2,23489
1,1066,1,23488
1,1066,2,23489
1,1067,1,23488
1,1067,2,23489
1,1068,1,23488
1,1068,2,23489
1,1069,1,23574
1,1069,2,23575
1,1069,3,23576
1,1069,4,23577
1,1070,1,23574
1,1070,2,23575
1,1070,3,23576
1,1070,4,23577
1,1071,1,23574
1,1071,2,23575
1,1071,3,23576
1,1071,4,23577
1,1072,1,23610
1,1072,2,23611
1,1072,3,23612
1,1072,4,23613
1,1073,1,23610
1,1073,2,23611
1,1073,3,23612
1,1073,4,23613
1,1074,1,23610
1,1074,2,23611
1,1074,3,23612
1,1074,4,23613
1,1075,1,23610
1,1075,2,23611
1,1075,3,23612
1,1075,4,23613
1,1076,1,23610
1,1076,2,23611
1,1076,3,23612
1,1076,4,23613
1,1077,1,23953
1,1077,2,23950
1,1078,1,23953
1,1078,2,23950
1,1079,1,23953
1,1079,2,23950
1,1080,1,23953
1,1080,2,23950
1,1081,1,24127
1,1081,2,24128
1,1081,3,24129
1,1081,4,24130
1,1081,5,24131
1,1081,6,24126
1,1082,1,24127
1,1082,2,24128
1,1082,3,24129
1,1082,4,24130
1,1082,5,24131
1,1082,6,24126
1,1083,1,24127
1,1083,2,24128
1,1083,3,24129
1,1083,4,24130
1,1083,5,24131
1,1083,6,24126
1,1084,1,24127
1,1084,2,24128
1,1084,3,24129
1,1084,4,24130
1,1084,5,24131
1,1084,6,24126
1,1085,1,24127
1,1085,2,24128
1,1085,3,24129
1,1085,4,24130
1,1085,5,24131
1,1085,6,24126
1,1089,1,24308
1,1089,2,24309
1,1089,3,24310
1,1089,4,24311
1,1090,1,24308
1,1090,2,24309
1,1090,3,24310
1,1090,4,24311
1,1091,1,24308
1,1091,2,24309
1,1091,3,24310
1,1091,4,24311
1,1092,1,24340
1,1092,2,24341
1,1092,3,24342
1,1092,4,24343
1,1093,1,24340
1,1093,2,24341
1,1093,3,24342
1,1093,4,24343
1,1094,1,24340
1,1094,2,24341
1,1094,3,24342
1,1094,4,24343
1,1095,1,24340
1,1095,2,24341
1,1095,3,24342
1,1095,4,24343
1,1096,1,24399
1,1096,2,24400
1,1097,1,24399
1,1097,2,24400
1,1098,1,24399
1,1098,2,24400
1,1099,1,24399
1,1099,2,24400
1,1100,1,24481
1,1100,2,24480
1,1101,1,24481
1,1101,2,24480
1,1102,1,24481
1,1102,2,24480
1,1103,1,24481
1,1103,2,24480
1,1104,1,24481
1,1104,2,24480
1,1105,1,24505
1,1105,2,24506
1,1106,1,24505
1,1106,2,24506
1,1107,1,24505
1,1107,2,24506
1,1108,1,24536
1,1108,2,24537
1,1108,3,24538
1,1108,4,24539
1,1109,1,24536
1,1109,2,24537
1,1109,3,24538
1,1109,4,24539
1,1110,1,24536
1,1110,2,24537
1,1110,3,24538
1,1110,4,24539
1,1111,1,24631
1,1111,2,24632
1,1111,3,24631
1,1111,4,24633
1,1112,1,24631
1,1112,2,24632
1,1112,3,24631
1,1112,4,24633
1,1113,1,24631
1,1113,2,24632
1,1113,3,24631
1,1113,4,24633
1,1114,1,24661
1,1114,2,24662
1,1114,3,24661
1,1114,4,24660
1,1115,1,24661
1,1115,2,24662
1,1115,3,24661
1,1115,4,24660
1,1116,1,24661
1,1116,2,24662
1,1116,3,24661
1,1116,4,24660
1,1117,1,24661
1,1117,2,24662
1,1117,3,24661
1,1117,4,24660
1,1118,1,24698
1,1118,2,24699
1,1118,3,24700
1,1118,4,24701
1,1118,5,24702
1,1118,6,24703
1,1118,7,24704
1,1119,1,24698
1,1119,2,24699
1,1119,3,24700
1,1119,4,24701
1,1119,5,24702
1,1119,6,24703
1,1119,7,24704
1,1120,1,24724
1,1120,2,24725
1,1121,1,24724
1,1121,2,24725
1,1122,1,24724
1,1122,2,24725
1,1123,1,24724
1,1123,2,24725
1,1124,1,24724
1,1124,2,24725
1,1125,1,24809
1,1125,2,24810
1,1125,3,24811
1,1125,4,24808
1,1126,1,24809
1,1126,2,24810
1,1126,3,24811
1,1126,4,24808
1,1127,1,24809
1,1127,2,24810
1,1127,3,24811
1,1127,4,24808
1,1128,1,24809
1,1128,2,24810
1,1128,3,24811
1,1128,4,24808
1,1129,1,24834
1,1129,2,24835
1,1130,1,24834
1,1130,2,24835
1,1131,1,24846
1,1131,2,24847
1,1132,1,24846
1,1132,2,24847
1,1133,1,24846
1,1133,2,24847
1,1134,1,24864
1,1134,2,24865
1,1134,3,24866
1,1134,4,24867
1,1135,1,24864
1,1135,2,24865
1,1135,3,24866
1,1135,4,24867
1,1136,1,24864
1,1136,2,24865
1,1136,3,24866
1,1136,4,24867
1,1137,1,24864
1,1137,2,24865
1,1137,3,24866
1,1137,4,24867
1,1138,1,24904
1,1138,2,24905
1,1138,3,24906
1,1138,4,24907
1,1138,5,24908
1,1139,1,24904
1,1139,2,24905
1,1139,3,24906
1,1139,4,24907
1,1139,5,24908
1,1140,1,24904
1,1140,2,24905
1,1140,3,24906
1,1140,4,24907
1,1140,5,24908
1,1144,1,25040
1,1144,2,25041
1,1144,3,25042
1,1144,4,25043
1,1145,1,25040
1,1145,2,25041
1,1145,3,25042
1,1145,4,25043
1,1146,1,25040
1,1146,2,25041
1,1146,3,25042
1,1146,4,25043
1,1147,1,25076
1,1147,2,25077
1,1147,3,25078
1,1147,4,25074
1,1148,1,25076
1,1148,2,25077
1,1148,3,25078
1,1148,4,25074
1,1149,1,25076
1,1149,2,25077
1,1149,3,25078
1,1149,4,25074
1,1150,1,25076
1,1150,2,25077
1,1150,3,25078
1,1150,4,25074
1,1151,1,25115
1,1151,2,25116
1,1152,1,25115
1,1152,2,25116
1,1153,1,25115
1,1153,2,25116
1,1154,1,25189
1,1154,2,25190
1,1154,3,25191
1,1154,4,25192
1,1155,1,25189
1,1155,2,25190
1,1155,3,25191
1,1155,4,25192
1,1156,1,25189
1,1156,2,25190
1,1156,3,25191
1,1156,4,25192
1,1157,1,25189
1,1157,2,25190
1,1157,3,25191
1,1157,4,25192
1,1158,1,25261
1,1158,2,25262
1,1158,3,25263
1,1158,4,25264
1,1159,1,25261
1,1159,2,25262
1,1159,3,25263
1,1159,4,25264
1,1160,1,25261
1,1160,2,25262
1,1160,3,25263
1,1160,4,25264
1,1161,1,25261
1,1161,2,25262
1,1161,3,25263
1,1161,4,25264
1,1162,1,25293
1,1162,2,25294
1,1163,1,25293
1,1163,2,25294
1,1164,1,25293
1,1164,2,25294
1,1165,1,25293
1,1165,2,25294
1,1166,1,25405
1,1166,2,25404
1,1167,1,25405
1,1167,2,25404
1,1168,1,25405
1,1168,2,25404
1,1169,1,25405
1,1169,2,25404
1,1178,1,25736
1,1178,2,25737
1,1179,1,25736
1,1179,2,25737
1,1180,1,25736
1,1180,2,25737
1,1181,1,25819
1,1181,2,25820
1,1181,3,25821
1,1181,4,25822
1,1182,1,25819
1,1182,2,25820
1,1182,3,25821
1,1182,4,25822
1,1183,1,25819
1,1183,2,25820
1,1183,3,25821
1,1183,4,25822
1,1184,1,25851
1,1184,2,25852
1,1185,1,25851
1,1185,2,25852
1,1186,1,25851
1,1186,2,25852
1,1187,1,25851
1,1187,2,25852
1,1188,1,25851
1,1188,2,25852
1,1192,1,25980
1,1192,2,25981
1,1193,1,25980
1,1193,2,25981
1,1194,1,25980
1,1194,2,25981
1,1195,1,25998
1,1195,2,25999
1,1195,3,26000
1,1195,4,26001
1,1196,1,25998
1,1196,2,25999
1,1196,3,26000
1,1196,4,26001
1,1197,1,25998
1,1197,2,25999
1,1197,3,26000
1,1197,4,26001
1,1198,1,25998
1,1198,2,25999
1,1198,3,26000
1,1198,4,26001
1,1199,1,26025
1,1199,2,26026
1,1199,3,26027
1,1200,1,26025
1,1200,2,26026
1,1200,3,26027
1,1201,1,26025
1,1201,2,26026
1,1201,3,26027
1,1202,1,26025
1,1202,2,26026
1,1202,3,26027
1,1203,1,26060
1,1203,2,26063
1,1204,1,26060
1,1204,2,26063
1,1205,1,26060
1,1205,2,26063
1,1206,1,26060
1,1206,2,26063
1,1207,1,26097
1,1207,2,26098
1,1207,3,26099
1,1208,1,26097
1,1208,2,26098
1,1208,3,26099
1,1209,1,26097
1,1209,2,26098
1,1209,3,26099
1,1210,1,26097
1,1210,2,26098
1,1210,3,26099
1,1211,1,26133
1,1211,2,26134
1,1212,1,26133
1,1212,2,26134
1,1213,1,26133
1,1213,2,26134
1,1214,1,26133
1,1214,2,26134
1,1215,1,26133
1,1215,2,26134
1,1216,1,26133
1,1216,2,26134
1,1217,1,26170
1,1217,2,26171
1,1218,1,26170
1,1218,2,26171
1,1219,1,26170
1,1219,2,26171
1,1220,1,26190
1,1220,2,26191
1,1221,1,26190
1,1221,2,26191
1,1222,1,26190
1,1222,2,26191
1,1223,1,26223
1,1223,2,26224
1,1224,1,26223
1,1224,2,26224
1,1225,1,26223
1,1225,2,26224
1,1226,1,26223
1,1226,2,26224
1,1227,1,26257
1,1227,2,26258
1,1227,3,26259
1,1228,1,26257
1,1228,2,26258
1,1228,3,26259
1,1229,1,26257
1,1229,2,26258
1,1229,3,26259
1,1230,1,26257
1,1230,2,26258
1,1230,3,26259
1,1231,1,26313
1,1231,2,26314
1,1231,3,26315
1,1231,4,26316
1,1232,1,26313
1,1232,2,26314
1,1232,3,26315
1,1232,4,26316
1,1233,1,26313
1,1233,2,26314
1,1233,3,26315
1,1233,4,26316
1,1234,1,26367
1,1234,2,26368
1,1234,3,26369
1,1234,4,26370
1,1235,1,26367
1,1235,2,26368
1,1235,3,26369
1,1235,4,26370
1,1236,1,26367
1,1236,2,26368
1,1236,3,26369
1,1236,4,26370
1,1237,1,26367
1,1237,2,26368
1,1237,3,26369
1,1237,4,26370
1,1238,1,26392
1,1238,2,26393
1,1238,3,26394
1,1238,4,26391
1,1239,1,26392
1,1239,2,26393
1,1239,3,26394
1,1239,4,26391
1,1240,1,26392
1,1240,2,26393
1,1240,3,26394
1,1240,4,26391
1,1241,1,26392
1,1241,2,26393
1,1241,3,26394
1,1241,4,26391
1,1242,1,26460
1,1243,1,26460
1,1244,1,26460
1,1245,1,26460
1,1246,1,26512
1,1246,2,26513
1,1247,1,26512
1,1247,2,26513
1,1248,1,26512
1,1248,2,26513
1,1249,1,26512
1,1249,2,26513
1,1250,1,26546
1,1250,2,26547
1,1251,1,26546
1,1251,2,26547
1,1252,1,26546
1,1252,2,26547
1,1253,1,26546
1,1253,2,26547
1,1254,1,26568
1,1254,2,26569
1,1254,3,26570
1,1254,4,26571
1,1255,1,26568
1,1255,2,26569
1,1255,3,26570
1,1255,4,26571
1,1256,1,26568
1,1256,2,26569
1,1256,3,26570
1,1256,4,26571
1,1261,1,26637
1,1261,2,26638
1,1261,3,26639
1,1261,4,26636
1,1262,1,26637
1,1262,2,26638
1,1262,3,26639
1,1262,4,26636
1,1263,1,26637
1,1263,2,26638
1,1263,3,26639
1,1263,4,26636
1,1264,1,26637
1,1264,2,26638
1,1264,3,26639
1,1264,4,26636
1,1265,1,26637
1,1265,2,26638
1,1265,3,26639
1,1265,4,26636
1,1266,1,26675
1,1266,2,26676
1,1266,3,26675
1,1266,4,26677
1,1267,1,26675
