"nguageSkid","SongSkid","StanzaSequenceNbr","SentenceSequenceNbr","SentenceSkid"
"2","203","1","3","7212"
"2","203","1","4","7213"
"2","203","2","1","7216"
"2","203","2","2","7217"
"2","203","2","3","7218"
"2","203","2","4","7219"
"2","203","3","1","7220"
"2","203","3","2","7221"
"2","203","3","3","7222"
"2","203","3","4","7223"
"2","203","4","1","7224"
"2","203","4","2","7225"
"2","203","4","3","7226"
"2","203","4","4","7227"
"2","203","5","1","7228"
"2","203","5","2","7229"
"2","203","5","3","7230"
"2","203","5","4","7231"
"2","204","1","1","7234"
"2","204","1","2","7235"
"2","205","1","1","18309"
"2","205","1","2","18310"
"2","205","1","3","18311"
"2","205","1","4","18312"
"2","205","2","1","18315"
"2","205","2","2","18310"
"2","205","2","3","18316"
"2","205","2","4","18312"
"2","205","3","1","18317"
"2","205","3","2","18310"
"2","205","3","3","18318"
"2","205","3","4","18312"
"2","205","4","1","18319"
"2","205","4","2","18310"
"2","205","4","3","18320"
"2","205","4","4","18312"
"2","205","5","1","18321"
"2","205","5","2","18310"
"2","205","5","3","18322"
"2","205","5","4","18312"
"2","206","1","1","28365"
"2","206","1","2","28366"
"2","206","1","3","28367"
"2","206","1","4","28368"
"2","206","2","1","28373"
"2","206","2","2","28374"
"2","206","2","3","28375"
"2","206","2","4","28376"
"2","206","3","1","28377"
"2","206","3","2","28378"
"2","206","3","3","28379"
"2","206","3","4","28372"
"2","207","1","1","25713"
"2","207","1","2","25714"
"2","207","1","3","25715"
"2","207","1","4","25716"
"2","207","1","5","25713"
"2","207","1","6","25717"
"2","207","1","7","25718"
"2","207","1","8","25719"
"2","207","2","1","25713"
"2","207","2","2","25720"
"2","207","2","3","25721"
"2","207","2","4","25722"
"2","207","2","5","25713"
"2","207","2","6","25723"
"2","207","2","7","25724"
"2","207","2","8","25725"
"2","207","3","1","25713"
"2","207","3","2","25726"
"2","207","3","3","25727"
"2","207","3","4","25728"
"2","207","3","5","25729"
"2","207","3","6","25730"
"2","207","3","7","25713"
"2","207","3","8","25731"
"2","208","1","1","18354"
"2","208","1","2","18355"
"2","208","1","3","18356"
"2","208","1","4","18357"
"2","209","1","1","7310"
"2","209","1","2","7311"
"2","209","1","3","7312"
"2","209","1","4","7313"
"2","209","2","1","7317"
"2","209","2","2","7318"
"2","209","2","3","7319"
"2","209","2","4","7320"
"2","209","3","1","7321"
"2","209","3","2","7322"
"2","209","3","3","7323"
"2","209","3","4","7324"
"2","210","1","1","18374"
"2","210","1","2","18375"
"2","210","1","3","18376"
"2","210","1","4","18377"
"2","210","2","1","18378"
"2","210","2","2","18379"
"2","210","2","3","18380"
"2","210","2","4","18381"
"2","210","3","1","18382"
"2","210","3","2","18383"
"2","210","3","3","18384"
"2","210","3","4","18385"
"2","210","4","1","18386"
"2","210","4","2","18387"
"2","210","4","3","18388"
"2","210","4","4","18389"
"2","211","1","1","18469"
"2","211","1","2","18470"
"2","211","1","3","18471"
"2","211","1","4","18472"
"2","211","2","1","18477"
"2","211","2","2","18478"
"2","211","2","3","18479"
"2","211","2","4","18480"
"2","211","3","1","18481"
"2","211","3","2","18482"
"2","211","3","3","18483"
"2","211","3","4","18484"
"2","212","1","1","28059"
"2","212","1","2","28060"
"2","212","1","3","28061"
"2","212","1","4","28062"
"2","212","1","5","28063"
"2","212","1","6","28064"
"2","212","1","7","28065"
"2","212","2","1","28070"
"2","212","2","2","28071"
"2","212","2","3","28072"
"2","212","2","4","28073"
"2","212","2","5","28074"
"2","212","2","6","28075"
"2","212","2","7","28076"
"2","212","3","1","28077"
"2","212","3","2","28078"
"2","212","3","3","28079"
"2","212","3","4","28080"
"2","212","3","5","28081"
"2","212","3","6","28082"
"2","212","3","7","28083"
"2","213","1","1","18509"
"2","213","1","2","18510"
"2","213","1","3","18511"
"2","213","1","4","18512"
"2","213","2","1","18519"
"2","213","2","2","18520"
"2","213","2","3","18521"
"2","213","2","4","18522"
"2","213","3","1","18523"
"2","213","3","2","18524"
"2","213","3","3","18525"
"2","213","3","4","18526"
"2","213","4","1","18527"
"2","213","4","2","18528"
"2","213","4","3","18529"
"2","213","4","4","18530"
"2","213","5","1","18531"
"2","213","5","2","18532"
"2","213","5","3","18533"
"2","213","5","4","18534"
"2","214","1","1","18540"
"2","214","1","2","18541"
"2","214","1","3","18542"
"2","214","1","4","18543"
"2","214","1","5","18544"
"2","214","1","6","18545"
"2","214","1","7","18540"
"2","214","1","8","18543"
"2","215","1","1","7411"
"2","215","1","2","7412"
"2","215","1","3","7413"
"2","215","1","4","7414"
"2","215","1","5","7415"
"2","215","1","6","7416"
"2","215","1","7","7415"
"2","215","1","8","7416"
"2","215","1","9","7413"
"2","215","1","10","7414"
"2","216","1","1","18568"
"2","216","1","2","18569"
"2","216","1","3","18570"
"2","216","1","4","18571"
"2","216","1","5","18572"
"2","216","1","6","18571"
"2","216","2","1","18573"
"2","216","2","2","18574"
"2","216","2","3","18575"
"2","216","2","4","18576"
"2","216","2","5","18572"
"2","216","2","6","18576"
"2","216","3","1","18577"
"2","216","3","2","18578"
"2","216","3","3","18579"
"2","216","3","4","18580"
"2","216","3","5","18572"
"2","216","3","6","18580"
"2","216","4","1","18581"
"2","216","4","2","18582"
"2","216","4","3","18583"
"2","216","4","4","18584"
"2","216","4","5","18572"
"2","216","4","6","18584"
"2","216","5","1","18585"
"2","216","5","2","18586"
"2","216","5","3","18587"
"2","216","5","4","18588"
"2","216","5","5","18589"
"2","216","5","6","18590"
"2","217","1","1","18594"
"2","217","1","2","18595"
"2","217","1","3","18596"
"2","217","1","4","18595"
"2","218","1","1","7442"
"2","218","1","2","7443"
"2","218","1","3","7444"
"2","218","1","4","7445"
"2","218","1","5","7446"
"2","218","1","6","7447"
"2","218","2","1","7442"
"2","218","2","2","7450"
"2","218","2","3","7451"
"2","218","2","4","7452"
"2","218","2","5","7453"
"2","218","2","6","7454"
"2","218","3","1","7442"
"2","218","3","2","7455"
"2","218","3","3","7456"
"2","218","3","4","7457"
"2","218","3","5","7458"
"2","218","3","6","7459"
"2","219","1","1","29189"
"2","219","1","2","29190"
"2","219","1","3","29191"
"2","219","1","4","29192"
"2","219","2","1","29195"
"2","219","2","2","29196"
"2","219","2","3","29197"
"2","219","2","4","29198"
"2","219","3","1","29199"
"2","219","3","2","29200"
"2","219","3","3","29201"
"2","219","3","4","29198"
"2","219","4","1","29202"
"2","219","4","2","29203"
"2","219","4","3","29204"
"2","219","4","4","29192"
"2","220","1","1","18636"
"2","220","1","2","18637"
"2","220","1","3","18638"
"2","220","1","4","18639"
"2","220","1","5","18640"
"2","220","1","6","18641"
"2","220","1","7","18642"
"2","220","1","8","18643"
"2","221","1","1","7504"
"2","221","1","2","7505"
"2","221","1","3","7506"
"2","221","1","4","7507"
"2","221","2","1","7508"
"2","221","2","2","7509"
"2","221","2","3","7510"
"2","221","2","4","7507"
"2","221","3","1","7511"
"2","221","3","2","7512"
"2","221","3","3","7513"
"2","221","3","4","7507"
"2","221","4","1","7514"
"2","221","4","2","7515"
"2","221","4","3","7516"
"2","221","4","4","7507"
"2","222","1","1","7531"
"2","222","1","2","7532"
"2","222","1","3","7533"
"2","222","1","4","7534"
"2","222","2","1","7535"
"2","222","2","2","7536"
"2","222","2","3","7537"
"2","222","2","4","7534"
"2","222","3","1","7538"
"2","222","3","2","7539"
"2","222","3","3","7540"
"2","222","3","4","7534"
"2","222","4","1","7541"
"2","222","4","2","7542"
"2","222","4","3","7543"
"2","222","4","4","7534"
"2","223","1","1","7572"
"2","223","1","2","7573"
"2","223","1","3","7574"
"2","223","1","4","7575"
"2","223","1","5","7576"
"2","223","1","6","7577"
"2","223","1","7","7578"
"2","223","1","8","7579"
"2","223","2","1","7584"
"2","223","2","2","7585"
"2","223","2","3","7586"
"2","223","2","4","7587"
"2","223","2","5","7588"
"2","223","2","6","7589"
"2","223","2","7","7590"
"2","223","2","8","7591"
"2","223","3","1","7592"
"2","223","3","2","7593"
"2","223","3","3","7594"
"2","223","3","4","7595"
"2","223","3","5","7596"
"2","223","3","6","7597"
"2","223","3","7","7598"
"2","223","3","8","7599"
"2","224","1","1","7628"
"2","224","1","2","7629"
"2","224","1","3","7630"
"2","224","1","4","7631"
"2","224","2","1","7636"
"2","224","2","2","7637"
"2","224","2","3","7638"
"2","224","2","4","7639"
"2","224","3","1","7640"
"2","224","3","2","7641"
"2","224","3","3","7642"
"2","224","3","4","7643"
"2","224","4","1","7644"
"2","224","4","2","7645"
"2","224","4","3","7646"
"2","224","4","4","7647"
"2","224","5","1","7648"
"2","224","5","2","7649"
"2","224","5","3","7650"
"2","224","5","4","7651"
"2","224","6","1","7652"
"2","224","6","2","7653"
"2","224","6","3","7654"
"2","224","6","4","7655"
"2","225","1","1","25618"
"2","225","1","2","25619"
"2","225","1","3","25620"
"2","225","1","4","25621"
"2","226","1","1","7675"
"2","226","1","2","7676"
"2","226","1","3","7677"
"2","226","1","4","7678"
"2","226","2","1","7681"
"2","226","2","2","7682"
"2","226","2","3","7683"
"2","226","2","4","7684"
"2","226","3","1","7685"
"2","226","3","2","7686"
"2","226","3","3","7687"
"2","226","3","4","7688"
"2","227","1","1","7689"
"2","227","1","2","7690"
"2","227","2","1","7693"
"2","227","2","2","7694"
"2","227","3","1","7695"
"2","227","3","2","7696"
"2","227","4","1","7697"
"2","227","4","2","7698"
"2","228","1","1","28209"
"2","228","1","2","28210"
"2","228","1","3","28211"
"2","228","1","4","28212"
"2","228","2","1","28215"
"2","228","2","2","28216"
"2","228","2","3","28217"
"2","228","2","4","28218"
"2","228","3","1","28219"
"2","228","3","2","28220"
"2","228","3","3","28221"
"2","228","3","4","28222"
"2","228","4","1","28223"
"2","228","4","2","28224"
"2","228","4","3","28225"
"2","228","4","4","28226"
"2","229","1","1","18727"
"2","229","1","2","18728"
"2","229","1","3","18729"
"2","229","1","4","18730"
"2","230","1","1","7737"
"2","230","1","2","7738"
"2","230","1","3","7739"
"2","230","1","4","7740"
"2","230","1","5","7741"
"2","230","2","1","7742"
"2","230","2","2","7743"
"2","230","2","3","7744"
"2","230","2","4","7745"
"2","230","2","5","7746"
"2","230","3","1","7747"
"2","230","3","2","7748"
"2","230","3","3","7749"
"2","230","3","4","7750"
"2","230","3","5","7751"
"2","230","4","1","7752"
"2","230","4","2","7753"
"2","230","4","3","7754"
"2","230","4","4","7755"
"2","230","4","5","7756"
"2","230","5","1","7757"
"2","230","5","2","7758"
"2","230","5","3","7759"
"2","230","5","4","7760"
"2","230","5","5","7761"
"2","231","1","1","18759"
"2","231","1","2","18760"
"2","231","1","3","18761"
"2","231","1","4","18762"
"2","231","2","1","18763"
"2","231","2","2","18764"
"2","231","2","3","18765"
"2","231","2","4","18766"
"2","231","3","1","18767"
"2","231","3","2","18768"
"2","231","3","3","18769"
"2","231","3","4","18770"
"2","231","4","1","18771"
"2","231","4","2","18772"
"2","231","4","3","18773"
"2","231","4","4","18774"
"2","231","5","1","18775"
"2","231","5","2","18776"
"2","231","5","3","18777"
"2","231","5","4","18778"
"2","231","6","1","18779"
"2","231","6","2","18780"
"2","231","6","3","18781"
"2","231","6","4","18782"
"2","231","7","1","18783"
"2","231","7","2","18784"
"2","231","7","3","18785"
"2","231","7","4","18786"
"2","232","1","1","7793"
"2","232","1","2","7794"
"2","232","1","3","7795"
"2","232","1","4","7796"
"2","232","2","1","7801"
"2","232","2","2","7802"
"2","232","2","3","7803"
"2","232","2","4","7804"
"2","232","3","1","7805"
"2","232","3","2","7806"
"2","232","3","3","7807"
"2","232","3","4","7808"
"2","232","4","1","7809"
"2","232","4","2","7810"
"2","232","4","3","7811"
"2","232","4","4","7812"
"2","232","5","1","7813"
"2","232","5","2","7814"
"2","232","5","3","7815"
"2","232","5","4","7816"
"2","232","6","1","7817"
"2","232","6","2","7818"
"2","232","6","3","7819"
"2","232","6","4","7820"
"2","232","7","1","7821"
"2","232","7","2","7822"
"2","232","7","3","7823"
"2","232","7","4","7824"
"2","233","1","1","7846"
"2","233","1","2","7847"
"2","233","1","3","7848"
"2","233","1","4","7849"
"2","233","2","1","7854"
"2","233","2","2","7855"
"2","233","2","3","7856"
"2","233","2","4","7849"
"2","233","3","1","7857"
"2","233","3","2","7858"
"2","233","3","3","7859"
"2","233","3","4","7849"
"2","233","4","1","7860"
"2","233","4","2","7861"
"2","233","4","3","7862"
"2","233","4","4","7849"
"2","234","1","1","7880"
"2","234","1","2","7881"
"2","234","1","3","7882"
"2","234","1","4","7883"
"2","234","2","1","7880"
"2","234","2","2","7888"
"2","234","2","3","7889"
"2","234","2","4","7890"
"2","234","3","1","7880"
"2","234","3","2","7891"
"2","234","3","3","7892"
"2","234","3","4","7893"
"2","234","4","1","7880"
"2","234","4","2","7894"
"2","234","4","3","7895"
"2","234","4","4","7896"
"2","235","1","1","26652"
"2","235","1","2","26653"
"2","235","1","3","26654"
"2","235","1","4","26655"
"2","235","2","1","26659"
"2","235","2","2","26660"
"2","235","2","3","26661"
"2","235","2","4","26655"
"2","235","3","1","26662"
"2","235","3","2","26663"
"2","235","3","3","26664"
"2","235","3","4","26655"
"2","235","4","1","26665"
"2","235","4","2","26666"
"2","235","4","3","26667"
"2","235","4","4","26655"
"2","235","5","1","26668"
"2","235","5","2","26669"
"2","235","5","3","26670"
"2","235","5","4","26655"
"2","236","1","1","7954"
"2","236","1","2","7955"
"2","236","1","3","7956"
"2","236","2","1","7958"
"2","236","2","2","7959"
"2","236","2","3","7960"
"2","236","3","1","7961"
"2","236","3","2","7962"
"2","236","3","3","7963"
"2","236","4","1","7964"
"2","236","4","2","7965"
"2","236","4","3","7966"
"2","236","5","1","7967"
"2","236","5","2","7968"
"2","236","5","3","7969"
"2","236","6","1","7970"
"2","236","6","2","7971"
"2","236","6","3","7972"
"2","237","1","1","7991"
"2","237","1","2","7992"
"2","237","1","3","7993"
"2","237","1","4","7994"
"2","237","2","1","7999"
"2","237","2","2","8000"
"2","237","2","3","8001"
"2","237","2","4","7994"
"2","237","3","1","8002"
"2","237","3","2","8003"
"2","237","3","3","8004"
"2","237","3","4","7994"
"2","237","4","1","8005"
"2","237","4","2","8006"
"2","237","4","3","8007"
"2","237","4","4","7994"
"2","238","1","1","8012"
"2","238","1","2","8013"
"2","238","1","3","8014"
"2","238","1","4","8015"
"2","239","1","1","18869"
"2","239","1","2","18870"
"2","239","1","3","18871"
"2","239","1","4","18872"
"2","239","1","5","18873"
"2","239","1","6","18874"
"2","239","2","1","18875"
"2","239","2","2","18876"
"2","239","2","3","18877"
"2","239","2","4","18878"
"2","239","2","5","18879"
"2","239","2","6","18880"
"2","239","3","1","18881"
"2","239","3","2","18882"
"2","239","3","3","18883"
"2","239","3","4","18884"
"2","239","3","5","18885"
"2","239","3","6","18886"
"2","240","1","1","8016"
"2","240","1","2","8017"
"2","240","1","3","8016"
"2","240","1","4","8018"
"2","240","2","1","8019"
"2","240","2","2","8020"
"2","240","2","3","8019"
"2","240","2","4","8021"
"2","240","3","1","8022"
"2","240","3","2","8023"
"2","240","3","3","8022"
"2","240","3","4","8024"
"2","240","4","1","8025"
"2","240","4","2","8026"
"2","240","4","3","8025"
"2","240","4","4","8027"
"2","241","1","1","26873"
"2","241","1","2","26874"
"2","241","2","1","26877"
"2","241","2","2","26878"
"2","241","3","1","26879"
"2","241","3","2","26880"
"2","241","4","1","26881"
"2","241","4","2","26882"
"2","242","1","1","8061"
"2","242","1","2","8062"
"2","242","1","3","8063"
"2","242","1","4","8064"
"2","242","2","1","8069"
"2","242","2","2","8062"
"2","242","2","3","8070"
"2","242","2","4","8071"
"2","242","3","1","8072"
"2","242","3","2","8073"
"2","242","3","3","8074"
"2","242","3","4","8075"
"2","242","4","1","8076"
"2","242","4","2","8077"
"2","242","4","3","8078"
"2","242","4","4","8079"
"2","242","5","1","8080"
"2","242","5","2","8081"
"2","242","5","3","8082"
"2","242","5","4","8083"
"2","243","1","1","18922"
"2","243","1","2","18923"
"2","243","1","3","18924"
"2","243","1","4","18925"
"2","243","2","1","18929"
"2","243","2","2","18930"
"2","243","2","3","18931"
"2","243","2","4","18932"
"2","243","3","1","18933"
"2","243","3","2","18934"
"2","243","3","3","18935"
"2","243","3","4","18936"
"2","243","4","1","18937"
"2","243","4","2","18938"
"2","243","4","3","18939"
"2","243","4","4","18940"
"2","244","1","1","8132"
"2","244","1","2","8133"
"2","244","1","3","8134"
"2","244","1","4","8135"
"2","244","2","1","8138"
"2","244","2","2","8139"
"2","244","2","3","8140"
"2","244","2","4","8141"
"2","244","3","1","8142"
"2","244","3","2","8143"
"2","244","3","3","8144"
"2","244","3","4","8145"
"2","244","4","1","8146"
"2","244","4","2","8147"
"2","244","4","3","8148"
"2","244","4","4","8149"
"2","245","1","1","18957"
"2","245","1","2","18958"
"2","245","1","3","18959"
"2","245","1","4","18960"
"2","245","2","1","18965"
"2","245","2","2","18966"
"2","245","2","3","18967"
"2","245","2","4","18968"
"2","245","3","1","18969"
"2","245","3","2","18970"
"2","245","3","3","18971"
"2","245","3","4","18972"
"2","246","1","1","8186"
"2","246","1","2","8187"
"2","246","1","3","8188"
"2","246","1","4","8189"
"2","246","2","1","8194"
"2","246","2","2","8195"
"2","246","2","3","8196"
"2","246","2","4","8197"
"2","246","3","1","8198"
"2","246","3","2","8199"
"2","246","3","3","8200"
"2","246","3","4","8201"
"2","246","4","1","8202"
"2","246","4","2","8203"
"2","246","4","3","8204"
"2","246","4","4","8205"
"2","247","1","1","8209"
"2","247","1","2","8209"
"2","247","1","3","8210"
"2","247","1","4","8209"
"2","248","1","1","8237"
"2","248","1","2","8238"
"2","248","1","3","8239"
"2","248","1","4","8240"
"2","248","2","1","8243"
"2","248","2","2","8244"
"2","248","2","3","8245"
"2","248","2","4","8246"
"2","248","3","1","8247"
"2","248","3","2","8248"
"2","248","3","3","8249"
"2","248","3","4","8250"
"2","248","4","1","8251"
"2","248","4","2","8252"
"2","248","4","3","8253"
"2","248","4","4","8254"
"2","248","5","1","8255"
"2","248","5","2","8256"
"2","248","5","3","8257"
"2","248","5","4","8258"
"2","248","6","1","8259"
"2","248","6","2","8260"
"2","248","6","3","8261"
"2","248","6","4","8262"
"2","249","1","1","8275"
"2","249","1","2","8276"
"2","249","1","3","8277"
"2","249","1","4","8278"
"2","249","2","1","8279"
"2","249","2","2","8280"
"2","249","2","3","8281"
"2","249","2","4","8278"
"2","249","3","1","8282"
"2","249","3","2","8283"
"2","249","3","3","8281"
"2","249","3","4","8278"
"2","249","4","1","8284"
"2","249","4","2","8285"
"2","249","4","3","8281"
"2","249","4","4","8286"
"2","250","1","1","8302"
"2","250","1","2","8303"
"2","250","1","3","8304"
"2","250","1","4","8305"
"2","250","2","1","8310"
"2","250","2","2","8311"
"2","250","2","3","8312"
"2","250","2","4","8313"
"2","250","3","1","8314"
"2","250","3","2","8315"
"2","250","3","3","8316"
"2","250","3","4","8317"
"2","251","1","1","24550"
"2","251","1","2","24551"
"2","251","1","3","24552"
"2","251","1","4","24553"
"2","251","1","5","24554"
"2","251","2","1","24559"
"2","251","2","2","24560"
"2","251","2","3","24561"
"2","251","2","4","24562"
"2","251","2","5","24563"
"2","251","3","1","24564"
"2","251","3","2","24565"
"2","251","3","3","24566"
"2","251","3","4","24567"
"2","251","3","5","24568"
"2","252","1","1","19009"
"2","252","1","2","19010"
"2","252","1","3","19011"
"2","252","1","4","19012"
"2","252","2","1","19013"
"2","252","2","2","19014"
"2","252","2","3","19015"
"2","252","2","4","19016"
"2","252","3","1","19017"
"2","252","3","2","19018"
"2","252","3","3","19019"
"2","252","3","4","19020"
"2","252","4","1","19021"
"2","252","4","2","19022"
"2","252","4","3","19023"
"2","252","4","4","19024"
"2","252","5","1","19025"
"2","252","5","2","19026"
"2","252","5","3","19027"
"2","252","5","4","19028"
"2","252","6","1","19029"
"2","252","6","2","19030"
"2","252","6","3","19031"
"2","252","6","4","19032"
"2","252","7","1","19033"
"2","252","7","2","19034"
"2","252","7","3","19035"
"2","252","7","4","19036"
"2","252","8","1","19037"
"2","252","8","2","19038"
"2","252","8","3","19039"
"2","252","8","4","19040"
"2","252","9","1","19041"
"2","252","9","2","19042"
"2","252","9","3","19043"
"2","252","9","4","19044"
"2","253","1","1","8367"
"2","253","1","2","8368"
"2","253","2","1","8369"
"2","253","2","2","8370"
"2","253","3","1","8371"
"2","253","3","2","8372"
"2","253","4","1","8373"
"2","253","4","2","8374"
"2","253","5","1","8375"
"2","253","5","2","8376"
"2","254","1","1","19153"
"2","254","1","2","19154"
"2","254","1","3","19155"
"2","254","1","4","19156"
"2","254","1","5","19157"
"2","254","1","6","19158"
"2","254","2","1","19159"
"2","254","2","2","19160"
"2","254","2","3","19161"
"2","254","2","4","19162"
"2","254","2","5","19163"
"2","254","2","6","19164"
"2","254","3","1","19165"
"2","254","3","2","19166"
"2","254","3","3","19167"
"2","254","3","4","19168"
"2","254","3","5","19169"
"2","254","3","6","19170"
"2","254","4","1","19171"
"2","254","4","2","19172"
"2","254","4","3","19173"
"2","254","4","4","19174"
"2","254","4","5","19175"
"2","254","4","6","19176"
"2","255","1","1","19201"
"2","255","1","2","19202"
"2","255","1","3","19203"
"2","255","1","4","19204"
"2","255","2","1","19205"
"2","255","2","2","19206"
"2","255","2","3","19207"
"2","255","2","4","19208"
"2","255","3","1","19209"
"2","255","3","2","19210"
"2","255","3","3","19211"
"2","255","3","4","19212"
"2","255","4","1","19213"
"2","255","4","2","19214"
"2","255","4","3","19215"
"2","255","4","4","19216"
"2","255","5","1","19217"
"2","255","5","2","19218"
"2","255","5","3","19219"
"2","255","5","4","19220"
"2","255","6","1","19221"
"2","255","6","2","19202"
"2","255","6","3","19222"
"2","255","6","4","19223"
"2","256","1","1","25165"
"2","256","1","2","25166"
"2","256","1","3","25167"
"2","256","1","4","25168"
"2","256","2","1","25173"
"2","256","2","2","25174"
"2","256","2","3","25175"
"2","256","2","4","25176"
"2","256","3","1","25177"
"2","256","3","2","25178"
"2","256","3","3","25179"
"2","256","3","4","25180"
"2","256","4","1","25181"
"2","256","4","2","25182"
"2","256","4","3","25183"
"2","256","4","4","25184"
"2","257","1","1","8406"
"2","257","1","2","8407"
"2","257","1","3","8408"
"2","257","1","4","8409"
"2","257","1","5","8409"
"2","257","2","1","8410"
"2","257","2","2","8411"
"2","257","2","3","8412"
"2","257","2","4","8413"
"2","257","2","5","8414"
"2","257","3","1","8415"
"2","257","3","2","8416"
"2","257","3","3","8417"
"2","257","3","4","8418"
"2","257","3","5","8419"
"2","257","4","1","8420"
"2","257","4","2","8421"
"2","257","4","3","8422"
"2","257","4","4","8423"
"2","257","4","5","8424"
"2","257","5","1","8425"
"2","257","5","2","8426"
"2","257","5","3","8427"
"2","257","5","4","8428"
"2","257","5","5","8429"
"2","257","6","1","8430"
"2","257","6","2","8431"
"2","257","6","3","8432"
"2","257","6","4","8433"
"2","257","6","5","8434"
"2","258","1","1","24569"
"2","258","1","2","24570"
"2","258","1","3","24571"
"2","258","1","4","24572"
"2","258","2","1","24575"
"2","258","2","2","24576"
"2","258","2","3","24577"
"2","258","2","4","24578"
"2","258","3","1","24579"
"2","258","3","2","24580"
"2","258","3","3","24581"
"2","258","3","4","24582"
"2","258","4","1","24583"
"2","258","4","2","24584"
"2","258","4","3","24585"
"2","258","4","4","24586"
"2","258","5","1","24587"
"2","258","5","2","24588"
"2","258","5","3","24589"
"2","258","5","4","24590"
"2","258","6","1","24591"
"2","258","6","2","24592"
"2","258","6","3","24593"
"2","258","6","4","24594"
"2","259","1","1","24595"
"2","259","1","2","24596"
"2","259","1","3","24597"
"2","259","1","4","24598"
"2","259","2","1","24601"
"2","259","2","2","24602"
"2","259","2","3","24603"
"2","259","2","4","24598"
"2","259","3","1","24604"
"2","259","3","2","24605"
"2","259","3","3","24606"
"2","259","3","4","24598"
"2","259","4","1","24607"
"2","259","4","2","24608"
"2","259","4","3","24609"
"2","259","4","4","24598"
"2","259","5","1","24610"
"2","259","5","2","24611"
"2","259","5","3","24612"
"2","259","5","4","24598"
"2","260","1","1","19301"
"2","260","1","2","19302"
"2","260","1","3","19303"
"2","260","1","4","19304"
"2","260","2","1","19301"
"2","260","2","2","19305"
"2","260","2","3","19306"
"2","260","2","4","19307"
"2","260","3","1","19301"
"2","260","3","2","19308"
"2","260","3","3","19309"
"2","260","3","4","19310"
"2","260","4","1","19301"
"2","260","4","2","19311"
"2","260","4","3","19312"
"2","260","4","4","19313"
"2","261","1","1","8503"
"2","261","1","2","8504"
"2","261","1","3","8505"
"2","261","1","4","8506"
"2","261","2","1","8507"
"2","261","2","2","8508"
"2","261","2","3","8509"
"2","261","2","4","8510"
"2","261","3","1","8511"
"2","261","3","2","8512"
"2","261","3","3","8513"
"2","261","3","4","8514"
"2","261","4","1","8515"
"2","261","4","2","8516"
"2","261","4","3","8517"
"2","261","4","4","8518"
"2","262","1","1","28007"
"2","262","1","2","28008"
"2","262","1","3","28009"
"2","262","1","4","28010"
"2","262","2","1","28007"
"2","262","2","2","28011"
"2","262","2","3","28012"
"2","262","2","4","28013"
"2","262","3","1","28014"
"2","262","3","2","28015"
"2","262","3","3","28016"
"2","262","3","4","28017"
"2","262","4","1","28018"
"2","262","4","2","28019"
"2","262","4","3","28020"
"2","262","4","4","28021"
"2","262","5","1","28022"
"2","262","5","2","28023"
"2","262","5","3","28024"
"2","262","5","4","28025"
"2","262","6","1","28026"
"2","262","6","2","28027"
"2","262","6","3","28028"
"2","262","6","4","28029"
"2","262","7","1","28030"
"2","262","7","2","28031"
"2","262","7","3","28032"
"2","262","7","4","28033"
"2","263","1","1","29351"
"2","263","1","2","29352"
"2","263","1","3","29353"
"2","263","1","4","29354"
"2","263","2","1","29351"
"2","263","2","2","29355"
"2","263","2","3","29356"
"2","263","2","4","29357"
"2","263","3","1","29351"
"2","263","3","2","29358"
"2","263","3","3","29359"
"2","263","3","4","29360"
"2","263","4","1","29351"
"2","263","4","2","29361"
"2","263","4","3","29362"
"2","263","4","4","29363"
"2","263","5","1","29351"
"2","263","5","2","29364"
"2","263","5","3","29365"
"2","263","5","4","29366"
"2","264","1","1","19425"
"2","264","1","2","19426"
"2","264","1","3","19427"
"2","264","1","4","19428"
"2","264","1","5","19429"
"2","264","1","6","19430"
"2","264","1","7","19431"
"2","264","1","8","19432"
"2","264","2","1","19433"
"2","264","2","2","19434"
"2","264","2","3","19435"
"2","264","2","4","19436"
"2","264","2","5","19437"
"2","264","2","6","19438"
"2","264","2","7","19439"
"2","264","2","8","19440"
"2","264","3","1","19441"
"2","264","3","2","19442"
"2","264","3","3","19443"
"2","264","3","4","19444"
"2","264","3","5","19445"
"2","264","3","6","19446"
"2","264","3","7","19447"
"2","264","3","8","19448"
"2","264","4","1","19449"
"2","264","4","2","19450"
"2","264","4","3","19451"
"2","264","4","4","19452"
"2","264","4","5","19453"
"2","264","4","6","19454"
"2","264","4","7","19455"
"2","264","4","8","19456"
"2","265","1","1","25205"
"2","265","1","2","25206"
"2","265","1","3","25207"
"2","265","1","4","25208"
"2","265","2","1","25213"
"2","265","2","2","25214"
"2","265","2","3","25215"
"2","265","2","4","25216"
"2","265","3","1","25217"
"2","265","3","2","25218"
"2","265","3","3","25219"
"2","265","3","4","25220"
"2","265","4","1","25221"
"2","265","4","2","25222"
"2","265","4","3","25223"
"2","265","4","4","25224"
"2","266","1","1","8598"
"2","266","1","2","8599"
"2","266","1","3","8600"
"2","266","1","4","8601"
"2","266","2","1","8605"
"2","266","2","2","8606"
"2","266","2","3","8607"
"2","266","2","4","8608"
"2","266","3","1","8609"
"2","266","3","2","8610"
"2","266","3","3","8611"
"2","266","3","4","8612"
"2","266","4","1","8613"
"2","266","4","2","8614"
"2","266","4","3","8615"
"2","266","4","4","8616"
"2","267","1","1","8617"
"2","267","1","2","8618"
