"nguageSkid","SongSkid","StanzaSequenceNbr","SentenceSequenceNbr","SentenceSkid"
"1","1","1","1","1"
"1","1","1","2","2"
"1","1","1","3","3"
"1","1","1","4","4"
"1","1","1","5","5"
"1","1","1","6","6"
"1","1","1","7","7"
"1","1","1","8","8"
"1","1","1","9","8"
"1","2","1","1","17"
"1","2","1","2","18"
"1","2","1","3","19"
"1","2","1","4","20"
"1","2","2","1","21"
"1","2","2","2","22"
"1","2","2","3","23"
"1","2","2","4","24"
"1","2","3","1","25"
"1","2","3","2","26"
"1","2","3","3","27"
"1","2","3","4","28"
"1","2","4","1","17"
"1","2","4","2","29"
"1","2","4","3","30"
"1","2","4","4","20"
"1","3","1","1","46"
"1","3","1","2","47"
"1","3","1","3","48"
"1","3","1","4","49"
"1","4","1","1","54"
"1","4","1","2","55"
"1","4","1","3","56"
"1","4","1","4","57"
"1","4","1","5","58"
"1","4","1","6","59"
"1","4","1","7","60"
"1","4","1","8","61"
"1","4","1","9","62"
"1","4","1","10","63"
"1","4","1","11","64"
"1","4","1","12","65"
"1","4","1","13","66"
"1","4","1","14","67"
"1","4","1","15","64"
"1","4","1","16","65"
"1","4","1","17","66"
"1","4","1","18","67"
"1","5","1","1","82"
"1","5","1","2","83"
"1","5","1","3","84"
"1","5","1","4","85"
"1","5","2","1","86"
"1","5","2","2","87"
"1","5","2","3","88"
"1","5","2","4","89"
"1","5","3","1","90"
"1","5","3","2","91"
"1","5","3","3","92"
"1","5","3","4","93"
"1","5","4","1","94"
"1","5","4","2","95"
"1","5","4","3","96"
"1","5","4","4","97"
"1","6","1","1","24525"
"1","6","1","2","24525"
"1","6","1","3","24526"
"1","6","1","4","24527"
"1","6","1","5","24525"
"1","7","1","1","120"
"1","7","1","2","121"
"1","7","1","3","122"
"1","7","1","4","123"
"1","7","2","1","127"
"1","7","2","2","128"
"1","7","2","3","129"
"1","7","2","4","130"
"1","7","3","1","131"
"1","7","3","2","132"
"1","7","3","3","133"
"1","7","3","4","134"
"1","7","4","1","135"
"1","7","4","2","136"
"1","7","4","3","137"
"1","7","4","4","138"
"1","8","1","1","157"
"1","8","1","2","158"
"1","8","1","3","159"
"1","8","1","4","160"
"1","8","2","1","161"
"1","8","2","2","162"
"1","8","2","3","163"
"1","8","2","4","164"
"1","8","3","1","165"
"1","8","3","2","166"
"1","8","3","3","167"
"1","8","3","4","168"
"1","8","4","1","169"
"1","8","4","2","170"
"1","8","4","3","171"
"1","8","4","4","172"
"1","9","1","1","189"
"1","9","1","2","190"
"1","9","1","3","191"
"1","9","1","4","192"
"1","9","2","1","193"
"1","9","2","2","194"
"1","9","2","3","195"
"1","9","2","4","196"
"1","9","3","1","197"
"1","9","3","2","198"
"1","9","3","3","199"
"1","9","3","4","200"
"1","9","4","1","201"
"1","9","4","2","202"
"1","9","4","3","203"
"1","9","4","4","204"
"1","10","1","1","3285"
"1","10","1","2","3286"
"1","10","1","3","3287"
"1","10","1","4","3288"
"1","10","2","1","3290"
"1","10","2","2","3291"
"1","10","2","3","3292"
"1","10","2","4","3293"
"1","10","3","1","3294"
"1","10","3","2","3295"
"1","10","3","3","3296"
"1","10","3","4","3297"
"1","10","4","1","3298"
"1","10","4","2","3299"
"1","10","4","3","3300"
"1","10","4","4","3301"
"1","11","1","1","2459"
"1","11","1","2","2460"
"1","11","1","3","2461"
"1","11","1","4","2462"
"1","11","2","1","2463"
"1","11","2","2","2464"
"1","11","2","3","2465"
"1","11","2","4","2466"
"1","11","3","1","2467"
"1","11","3","2","2468"
"1","11","3","3","2469"
"1","11","3","4","2470"
"1","12","1","1","221"
"1","12","1","2","222"
"1","12","1","3","223"
"1","12","1","4","224"
"1","12","2","1","225"
"1","12","2","2","226"
"1","12","2","3","227"
"1","12","2","4","228"
"1","12","3","1","229"
"1","12","3","2","230"
"1","12","3","3","231"
"1","12","3","4","232"
"1","14","1","1","259"
"1","14","1","2","260"
"1","14","1","3","261"
"1","14","1","4","262"
"1","14","2","1","263"
"1","14","2","2","264"
"1","14","2","3","265"
"1","14","2","4","266"
"1","14","3","1","267"
"1","14","3","2","268"
"1","14","3","3","269"
"1","14","3","4","270"
"1","14","4","1","271"
"1","14","4","2","272"
"1","14","4","3","273"
"1","14","4","4","274"
"1","15","1","1","2483"
"1","15","1","2","2484"
"1","15","1","3","2485"
"1","15","1","4","2486"
"1","15","2","1","2487"
"1","15","2","2","2488"
"1","15","2","3","2489"
"1","15","2","4","2490"
"1","15","3","1","2491"
"1","15","3","2","2492"
"1","15","3","3","2493"
"1","15","3","4","2494"
"1","15","4","1","2495"
"1","15","4","2","2496"
"1","15","4","3","2497"
"1","15","4","4","2498"
"1","15","5","1","2499"
"1","15","5","2","2500"
"1","15","5","3","2501"
"1","15","5","4","2502"
"1","15","6","1","2503"
"1","15","6","2","2504"
"1","15","6","3","2505"
"1","15","6","4","2506"
"1","16","1","1","291"
"1","16","1","2","292"
"1","16","1","3","293"
"1","16","1","4","294"
"1","16","1","5","295"
"1","16","1","6","296"
"1","16","1","7","291"
"1","16","1","8","292"
"1","16","1","9","291"
"1","16","1","10","294"
"1","17","1","1","302"
"1","17","1","2","303"
"1","17","1","3","304"
"1","17","1","4","303"
"1","17","2","1","308"
"1","17","2","2","303"
"1","17","2","3","309"
"1","17","2","4","303"
"1","17","3","1","310"
"1","17","3","2","303"
"1","17","3","3","311"
"1","17","3","4","303"
"1","17","4","1","312"
"1","17","4","2","303"
"1","17","4","3","313"
"1","17","4","4","303"
"1","18","1","1","2531"
"1","18","1","2","2532"
"1","18","1","3","2533"
"1","18","1","4","2534"
"1","18","2","1","2535"
"1","18","2","2","2536"
"1","18","2","3","2537"
"1","18","2","4","2538"
"1","18","3","1","2539"
"1","18","3","2","2540"
"1","18","3","3","2541"
"1","18","3","4","2542"
"1","18","4","1","2543"
"1","18","4","2","2544"
"1","18","4","3","2545"
"1","18","4","4","2546"
"1","19","1","1","326"
"1","19","1","2","327"
"1","19","1","3","328"
"1","19","1","4","329"
"1","19","2","1","330"
"1","19","2","2","331"
"1","19","2","3","332"
"1","19","2","4","333"
"1","19","3","1","334"
"1","19","3","2","335"
"1","19","3","3","336"
"1","19","3","4","337"
"1","19","4","1","338"
"1","19","4","2","339"
"1","19","4","3","340"
"1","19","4","4","341"
"1","19","5","1","342"
"1","19","5","2","343"
"1","19","5","3","344"
"1","19","5","4","345"
"1","20","1","1","366"
"1","20","1","2","367"
"1","20","1","3","368"
"1","20","1","4","369"
"1","20","2","1","372"
"1","20","2","2","373"
"1","20","2","3","374"
"1","20","2","4","375"
"1","20","3","1","376"
"1","20","3","2","377"
"1","20","3","3","378"
"1","20","3","4","379"
"1","21","1","1","394"
"1","21","1","2","395"
"1","21","1","3","396"
"1","21","1","4","397"
"1","21","2","1","398"
"1","21","2","2","399"
"1","21","2","3","400"
"1","21","2","4","401"
"1","21","3","1","402"
"1","21","3","2","403"
"1","21","3","3","404"
"1","21","3","4","405"
"1","21","4","1","406"
"1","21","4","2","407"
"1","21","4","3","408"
"1","21","4","4","409"
"1","22","1","1","2563"
"1","22","1","2","2564"
"1","22","1","3","2563"
"1","22","1","4","2565"
"1","22","1","5","2566"
"1","22","1","6","2567"
"1","22","1","7","2563"
"1","22","1","8","2564"
"1","22","1","9","2563"
"1","22","1","10","2565"
"1","23","1","1","431"
"1","23","1","2","432"
"1","23","1","3","433"
"1","23","1","4","434"
"1","23","1","5","435"
"1","23","2","1","436"
"1","23","2","2","437"
"1","23","2","3","438"
"1","23","2","4","438"
"1","23","2","5","439"
"1","23","3","1","440"
"1","23","3","2","441"
"1","23","3","3","438"
"1","23","3","4","438"
"1","23","3","5","442"
"1","23","4","1","443"
"1","23","4","2","444"
"1","23","4","3","445"
"1","23","4","4","445"
"1","23","4","5","446"
"1","24","1","1","462"
"1","24","1","2","463"
"1","24","1","3","464"
"1","24","1","4","465"
"1","24","1","5","466"
"1","24","1","6","467"
"1","24","1","7","468"
"1","24","1","8","469"
"1","24","1","9","470"
"1","24","2","1","471"
"1","24","2","2","472"
"1","24","2","3","473"
"1","24","2","4","474"
"1","24","2","5","475"
"1","24","2","6","476"
"1","24","2","7","477"
"1","24","2","8","478"
"1","24","2","9","479"
"1","24","3","1","480"
"1","24","3","2","481"
"1","24","3","3","482"
"1","24","3","4","483"
"1","24","3","5","484"
"1","24","3","6","485"
"1","24","3","7","486"
"1","24","3","8","487"
"1","24","3","9","488"
"1","25","1","1","516"
"1","25","1","2","517"
"1","25","1","3","518"
"1","25","1","4","519"
"1","25","2","1","520"
"1","25","2","2","521"
"1","25","2","3","522"
"1","25","2","4","523"
"1","25","3","1","524"
"1","25","3","2","525"
"1","25","3","3","526"
"1","25","3","4","527"
"1","25","4","1","528"
"1","25","4","2","529"
"1","25","4","3","530"
"1","25","4","4","531"
"1","25","5","1","532"
"1","25","5","2","533"
"1","25","5","3","534"
"1","25","5","4","535"
"1","26","1","1","556"
"1","26","1","2","557"
"1","26","1","3","558"
"1","26","1","4","559"
"1","26","2","1","560"
"1","26","2","2","561"
"1","26","2","3","562"
"1","26","2","4","563"
"1","26","3","1","564"
"1","26","3","2","565"
"1","26","3","3","566"
"1","26","3","4","567"
"1","26","4","1","568"
"1","26","4","2","569"
"1","26","4","3","570"
"1","26","4","4","571"
"1","26","5","1","572"
"1","26","5","2","573"
"1","26","5","3","574"
"1","26","5","4","575"
"1","27","1","1","2573"
"1","27","1","2","2574"
"1","27","1","3","2575"
"1","27","1","4","2576"
"1","27","2","1","2577"
"1","27","2","2","2578"
"1","27","2","3","2579"
"1","27","2","4","2580"
"1","27","3","1","2581"
"1","27","3","2","2582"
"1","27","3","3","2583"
"1","27","3","4","2584"
"1","27","4","1","2585"
"1","27","4","2","2586"
"1","27","4","3","2587"
"1","27","4","4","2588"
"1","28","1","1","616"
"1","28","1","2","617"
"1","28","1","3","618"
"1","28","1","4","619"
"1","28","2","1","620"
"1","28","2","2","621"
"1","28","2","3","622"
"1","28","2","4","623"
"1","28","3","1","624"
"1","28","3","2","625"
"1","28","3","3","626"
"1","28","3","4","627"
"1","28","4","1","628"
"1","28","4","2","629"
"1","28","4","3","630"
"1","28","4","4","631"
"1","29","1","1","648"
"1","29","1","2","649"
"1","29","2","1","652"
"1","29","2","2","653"
"1","29","3","1","654"
"1","29","3","2","655"
"1","29","4","1","656"
"1","29","4","2","657"
"1","30","1","1","2605"
"1","30","1","2","2606"
"1","30","1","3","2607"
"1","30","1","4","2608"
"1","30","2","1","2609"
"1","30","2","2","2610"
"1","30","2","3","2611"
"1","30","2","4","2612"
"1","30","3","1","2613"
"1","30","3","2","2614"
"1","30","3","3","2615"
"1","30","3","4","2616"
"1","30","4","1","2617"
"1","30","4","2","2618"
"1","30","4","3","2619"
"1","30","4","4","2620"
"1","30","5","1","2621"
"1","30","5","2","2622"
"1","30","5","3","2623"
"1","30","5","4","2624"
"1","30","6","1","2625"
"1","30","6","2","2626"
"1","30","6","3","2627"
"1","30","6","4","2628"
"1","30","7","1","2629"
"1","30","7","2","2630"
"1","30","7","3","2631"
"1","30","7","4","2632"
"1","31","1","1","668"
"1","31","1","2","669"
"1","31","1","3","670"
"1","31","1","4","671"
"1","31","2","1","672"
"1","31","2","2","673"
"1","31","2","3","674"
"1","31","2","4","675"
"1","31","3","1","676"
"1","31","3","2","677"
"1","31","3","3","678"
"1","31","3","4","679"
"1","31","4","1","680"
"1","31","4","2","681"
"1","31","4","3","682"
"1","31","4","4","683"
"1","31","5","1","684"
"1","31","5","2","685"
"1","31","5","3","686"
"1","31","5","4","687"
"1","32","1","1","708"
"1","32","1","2","709"
"1","32","1","3","710"
"1","32","1","4","711"
"1","32","1","5","712"
"1","32","2","1","713"
"1","32","2","2","714"
"1","32","2","3","715"
"1","32","2","4","711"
"1","32","2","5","716"
"1","32","3","1","717"
"1","32","3","2","718"
"1","32","3","3","719"
"1","32","3","4","711"
"1","32","3","5","720"
"1","32","4","1","721"
"1","32","4","2","722"
"1","32","4","3","723"
"1","32","4","4","711"
"1","32","4","5","724"
"1","32","5","1","725"
"1","32","5","2","726"
"1","32","5","3","727"
"1","32","5","4","711"
"1","32","5","5","728"
"1","33","1","1","2661"
"1","33","1","2","2662"
"1","33","1","3","2663"
"1","33","1","4","2664"
"1","33","2","1","2669"
"1","33","2","2","2670"
"1","33","2","3","2671"
"1","33","2","4","2672"
"1","33","3","1","2673"
"1","33","3","2","2674"
"1","33","3","3","26817"
"1","33","3","4","26818"
"1","34","1","1","2693"
"1","34","1","2","2694"
"1","34","1","3","2695"
"1","34","1","4","2696"
"1","34","2","1","2697"
"1","34","2","2","2698"
"1","34","2","3","2699"
"1","34","2","4","2700"
"1","34","3","1","2701"
"1","34","3","2","2702"
"1","34","3","3","2703"
"1","34","3","4","2704"
"1","34","4","1","2705"
"1","34","4","2","2706"
"1","34","4","3","2707"
"1","34","4","4","2708"
"1","35","1","1","774"
"1","35","1","2","775"
"1","35","2","1","778"
"1","35","2","2","779"
"1","35","3","1","780"
"1","35","3","2","781"
"1","35","4","1","782"
"1","35","4","2","783"
"1","36","1","1","2725"
"1","36","1","2","2726"
"1","36","1","3","2727"
"1","36","1","4","2728"
"1","36","1","5","2729"
"1","36","2","1","2730"
"1","36","2","2","2731"
"1","36","2","3","2732"
"1","36","2","4","2733"
"1","36","2","5","2734"
"1","36","3","1","2735"
"1","36","3","2","2736"
"1","36","3","3","2737"
"1","36","3","4","2738"
"1","36","3","5","2739"
"1","36","4","1","2740"
"1","36","4","2","2741"
"1","36","4","3","2742"
"1","36","4","4","2743"
"1","36","4","5","2744"
"1","36","5","1","2745"
"1","36","5","2","2746"
"1","36","5","3","2747"
"1","36","5","4","2748"
"1","36","5","5","2749"
"1","37","1","1","2775"
"1","37","1","2","2776"
"1","37","1","3","2777"
"1","37","1","4","2778"
"1","37","2","1","2779"
"1","37","2","2","2780"
"1","37","2","3","2781"
"1","37","2","4","2782"
"1","37","3","1","2783"
"1","37","3","2","2784"
"1","37","3","3","2785"
"1","37","3","4","2786"
"1","37","4","1","2787"
"1","37","4","2","2788"
"1","37","4","3","2789"
"1","37","4","4","2790"
"1","37","5","1","2791"
"1","37","5","2","2792"
"1","37","5","3","2793"
"1","37","5","4","2794"
"1","38","1","1","834"
"1","38","1","2","835"
"1","38","1","3","836"
"1","38","1","4","837"
"1","38","1","5","838"
"1","38","1","6","839"
"1","38","1","7","840"
"1","38","1","8","841"
"1","38","2","1","842"
"1","38","2","2","843"
"1","38","2","3","844"
"1","38","2","4","845"
"1","38","2","5","846"
"1","38","2","6","847"
"1","38","2","7","848"
"1","38","2","8","849"
"1","38","3","1","850"
"1","38","3","2","851"
"1","38","3","3","852"
"1","38","3","4","853"
"1","38","3","5","854"
"1","38","3","6","855"
"1","38","3","7","856"
"1","38","3","8","857"
"1","38","4","1","858"
"1","38","4","2","859"
"1","38","4","3","860"
"1","38","4","4","861"
"1","38","4","5","862"
"1","38","4","6","863"
"1","38","4","7","864"
"1","38","4","8","865"
"1","39","1","1","28526"
"1","39","1","2","28527"
"1","39","1","3","28528"
"1","39","1","4","28529"
"1","39","2","1","28530"
"1","39","2","2","28531"
"1","39","2","3","28532"
"1","39","2","4","28533"
"1","39","3","1","28534"
"1","39","3","2","28535"
"1","39","3","3","28536"
"1","39","3","4","28537"
"1","39","4","1","28538"
"1","39","4","2","28539"
"1","39","4","3","28540"
"1","39","4","4","28541"
"1","40","1","1","930"
"1","40","1","2","931"
"1","40","1","3","932"
"1","40","1","4","933"
"1","40","2","1","934"
"1","40","2","2","935"
"1","40","2","3","936"
"1","40","2","4","937"
"1","40","3","1","938"
"1","40","3","2","939"
"1","40","3","3","940"
"1","40","3","4","941"
"1","40","4","1","942"
"1","40","4","2","943"
"1","40","4","3","944"
"1","40","4","4","945"
"1","40","5","1","946"
"1","40","5","2","947"
"1","40","5","3","948"
"1","40","5","4","949"
"1","40","6","1","950"
"1","40","6","2","951"
"1","40","6","3","952"
"1","40","6","4","953"
"1","40","7","1","954"
"1","40","7","2","955"
"1","40","7","3","956"
"1","40","7","4","957"
"1","41","1","1","986"
"1","41","1","2","987"
"1","41","1","3","988"
"1","41","1","4","989"
"1","41","2","1","990"
"1","41","2","2","991"
"1","41","2","3","992"
"1","41","2","4","993"
"1","41","3","1","994"
"1","41","3","2","995"
"1","41","3","3","996"
"1","41","3","4","997"
"1","42","1","1","1010"
"1","42","1","2","1011"
"1","42","1","3","1012"
"1","43","1","1","2815"
"1","43","1","2","2816"
"1","43","1","3","2817"
"1","43","1","4","2818"
"1","43","2","1","2819"
"1","43","2","2","2820"
"1","43","2","3","2821"
"1","43","2","4","2822"
"1","43","3","1","2823"
"1","43","3","2","2824"
"1","43","3","3","2825"
"1","43","3","4","2826"
"1","43","4","1","2827"
"1","43","4","2","2828"
"1","43","4","3","2829"
"1","43","4","4","2830"
"1","43","5","1","2831"
"1","43","5","2","2832"
"1","43","5","3","2833"
"1","43","5","4","2834"
"1","44","1","1","1044"
"1","44","1","2","1045"
"1","44","1","3","1046"
"1","44","1","4","1047"
"1","44","2","1","1048"
"1","44","2","2","1049"
"1","44","2","3","1050"
"1","44","2","4","1051"
"1","44","3","1","1052"
"1","44","3","2","1053"
"1","44","3","3","1054"
"1","44","3","4","1055"
"1","44","4","1","1056"
"1","44","4","2","1057"
"1","44","4","3","1058"
"1","44","4","4","1059"
"1","44","5","1","1060"
"1","44","5","2","1061"
"1","44","5","3","1062"
"1","44","5","4","1063"
"1","45","1","1","2855"
"1","45","1","2","2856"
"1","45","1","3","2857"
"1","45","1","4","2858"
"1","45","2","1","2859"
"1","45","2","2","2860"
"1","45","2","3","2861"
"1","45","2","4","2862"
"1","45","3","1","2863"
"1","45","3","2","2864"
"1","45","3","3","2865"
"1","45","3","4","2866"
"1","45","4","1","2867"
"1","45","4","2","2868"
"1","45","4","3","2869"
"1","45","4","4","2870"
"1","45","5","1","2871"
"1","45","5","2","2872"
"1","45","5","3","2873"
"1","45","5","4","2874"
"1","46","1","1","1084"
"1","46","1","2","1085"
"1","46","1","3","1086"
"1","46","1","4","1087"
"1","46","1","5","1088"
"1","46","2","1","1089"
"1","46","2","2","1090"
"1","46","2","3","1091"
"1","46","2","4","1092"
"1","46","2","5","1088"
"1","46","3","1","1093"
"1","46","3","2","1094"
"1","46","3","3","1095"
"1","46","3","4","1096"
"1","46","3","5","1088"
"1","46","4","1","1097"
"1","46","4","2","1098"
"1","46","4","3","1099"
"1","46","4","4","1100"
"1","46","4","5","1088"
"1","47","1","1","2895"
"1","47","1","2","2896"
"1","47","1","3","2897"
"1","47","1","4","2898"
"1","47","1","5","2899"
"1","47","2","1","2900"
"1","47","2","2","2901"
"1","47","2","3","2902"
"1","47","2","4","2903"
"1","47","2","5","2904"
"1","47","3","1","2905"
"1","47","3","2","2906"
"1","47","3","3","2907"
"1","47","3","4","2908"
"1","47","3","5","2909"
"1","47","4","1","2910"
"1","47","4","2","2911"
"1","47","4","3","2912"
"1","47","4","4","2913"
"1","47","4","5","2914"
"1","48","1","1","1120"
"1","48","1","2","1121"
"1","48","2","1","1124"
"1","48","2","2","1125"
"1","48","3","1","1126"
"1","48","3","2","1127"
"1","49","1","1","2935"
"1","49","1","2","2936"
"1","49","1","3","2937"
"1","49","1","4","2938"
"1","49","2","1","2940"
"1","49","2","2","2941"
"1","49","2","3","2942"
"1","49","2","4","2943"
"1","49","3","1","2944"
"1","49","3","2","2945"
"1","49","3","3","2946"
"1","49","3","4","2947"
"1","49","4","1","2948"
"1","49","4","2","2949"
"1","49","4","3","2950"
"1","49","4","4","2951"
"1","50","1","1","1152"
"1","50","1","2","1153"
"1","50","1","3","1154"
"1","50","2","1","1157"
"1","50","2","2","1158"
"1","50","2","3","1159"
"1","50","3","1","1160"
"1","50","3","2","1161"
"1","50","3","3","1162"
"1","50","4","1","1163"
"1","50","4","2","1164"
"1","50","4","3","1165"
"1","51","1","1","2969"
"1","51","1","2","2970"
"1","51","1","3","2971"
"1","51","1","4","2972"
"1","51","1","5","2973"
"1","51","1","6","2974"
"1","51","1","7","2975"
"1","51","1","8","2976"
"1","51","2","1","2977"
"1","51","2","2","2978"
"1","51","2","3","2979"
"1","51","2","4","2980"
"1","51","2","5","2973"
"1","51","2","6","2974"
"1","51","2","7","2975"
"1","51","2","8","2976"
"1","51","3","1","2981"
"1","51","3","2","2982"
"1","51","3","3","2983"
"1","51","3","4","2984"
"1","51","3","5","2973"
"1","51","3","6","2974"
"1","51","3","7","2975"
"1","51","3","8","2976"
"1","51","4","1","2985"
"1","51","4","2","2986"
"1","51","4","3","2987"
"1","51","4","4","2988"
"1","51","4","5","2973"
"1","51","4","6","2989"
"1","51","4","7","2975"
"1","51","4","8","2990"
"1","51","5","1","2991"
"1","51","5","2","2992"
"1","51","5","3","2993"
"1","51","5","4","2994"
"1","51","5","5","2995"
"1","51","5","6","2996"
"1","51","5","7","2995"
"1","51","5","8","2996"
"1","52","1","1","1208"
"1","52","1","2","1209"
"1","52","1","3","1210"
"1","52","1","4","1211"
"1","52","1","5","1212"
"1","52","1","6","1213"
"1","52","2","1","1214"
"1","52","2","2","1215"
"1","52","2","3","1216"
"1","52","2","4","1217"
"1","52","2","5","1218"
"1","52","2","6","1219"
"1","52","3","1","1220"
"1","52","3","2","1221"
"1","52","3","3","1222"
"1","52","3","4","1223"
"1","52","3","5","1224"
"1","52","3","6","1225"
"1","52","4","1","1226"
"1","52","4","2","1227"
"1","52","4","3","1228"
"1","52","4","4","1229"
"1","52","4","5","1230"
"1","52","4","6","1231"
"1","53","1","1","1256"
"1","53","1","2","1257"
"1","53","1","3","1258"
"1","53","1","4","1259"
"1","53","2","1","1260"
"1","53","2","2","1261"
"1","53","2","3","1262"
"1","53","2","4","1263"
"1","53","3","1","1264"
"1","53","3","2","1265"
"1","53","3","3","1266"
"1","53","3","4","1267"
"1","53","4","1","1268"
"1","53","4","2","1269"
"1","53","4","3","1270"
"1","53","4","4","1271"
"1","53","5","1","1272"
"1","53","5","2","1273"
"1","53","5","3","1274"
"1","53","5","4","1275"
"1","54","1","1","3028"
"1","54","1","2","3029"
"1","54","2","1","3032"
"1","54","2","2","3033"
"1","54","3","1","3034"
"1","54","3","2","3035"
"1","55","1","1","1304"
"1","55","1","2","1305"
"1","55","2","1","1306"
"1","55","2","2","1307"
"1","55","3","1","1308"
"1","55","3","2","1309"
"1","55","4","1","1310"
"1","55","4","2","1311"
"1","55","5","1","1312"
"1","55","5","2","1313"
"1","55","6","1","1314"
"1","55","6","2","1315"
"1","58","1","1","1344"
"1","58","1","2","1345"
"1","58","1","3","1346"
"1","58","1","4","1347"
"1","58","2","1","1352"
"1","58","2","2","1353"
"1","58","2","3","1354"
"1","58","2","4","1355"
"1","58","3","1","1356"
"1","58","3","2","1357"
"1","58","3","3","1358"
"1","58","3","4","1359"
"1","58","4","1","1360"
"1","58","4","2","1361"
"1","58","4","3","1362"
"1","58","4","4","1363"
"1","58","5","1","1364"
"1","58","5","2","1365"
"1","58","5","3","1366"
"1","58","5","4","1367"
"1","59","1","1","1392"
"1","59","1","2","1393"
"1","59","1","3","1394"
"1","59","1","4","1395"
"1","59","2","1","1396"
"1","59","2","2","1397"
"1","59","2","3","1398"
"1","59","2","4","1399"
"1","59","3","1","1400"
"1","59","3","2","1401"
"1","59","3","3","1402"
"1","59","3","4","1403"
"1","59","4","1","1404"
"1","59","4","2","1405"
"1","59","4","3","1406"
"1","59","4","4","1407"
"1","60","1","1","1424"
"1","60","1","2","1425"
"1","60","1","3","1426"
"1","60","1","4","1427"
"1","60","2","1","1428"
"1","60","2","2","1429"
"1","60","2","3","1430"
"1","60","2","4","1431"
"1","60","3","1","1432"
"1","60","3","2","1433"
"1","60","3","3","1434"
"1","60","3","4","1435"
"1","61","1","1","1448"
"1","61","1","2","1449"
"1","61","1","3","1450"
"1","61","1","4","1451"
"1","61","2","1","1452"
"1","61","2","2","1453"
"1","61","2","3","1454"
"1","61","2","4","1455"
"1","61","3","1","1456"
"1","61","3","2","1457"
"1","61","3","3","1458"
"1","61","3","4","1459"
"1","61","4","1","1460"
"1","61","4","2","1461"
"1","61","4","3","1462"
"1","61","4","4","1463"
"1","61","5","1","1464"
"1","61","5","2","1465"
"1","61","5","3","1466"
"1","61","5","4","1467"
"1","61","6","1","1468"
"1","61","6","2","1469"
"1","61","6","3","1470"
"1","61","6","4","1471"
"1","62","1","1","3073"
"1","62","1","2","3074"
"1","62","2","1","3078"
"1","62","2","2","3079"
"1","62","3","1","3080"
"1","62","3","2","3081"
"1","62","4","1","3082"
"1","62","4","2","3083"
"1","63","1","1","3095"
"1","63","1","2","3096"
"1","63","1","3","3097"
"1","63","1","4","3098"
"1","63","1","5","3099"
"1","63","2","1","3100"
"1","63","2","2","3101"
"1","63","2","3","3102"
"1","63","2","4","3103"
"1","63","2","5","3104"
"1","63","3","1","3105"
"1","63","3","2","3106"
"1","63","3","3","3107"
"1","63","3","4","3108"
"1","63","3","5","3109"
"1","63","4","1","3110"
"1","63","4","2","3111"
"1","63","4","3","3112"
"1","63","4","4","3113"
"1","63","4","5","3114"
"1","63","5","1","3115"
"1","63","5","2","3116"
"1","63","5","3","3117"
"1","63","5","4","3118"
"1","63","5","5","3119"
"1","64","1","1","1507"
"1","64","1","2","1508"
"1","64","2","1","1511"
"1","64","2","2","1512"
"1","64","3","1","1513"
"1","64","3","2","1514"
"1","65","1","1","1523"
"1","65","1","2","1524"
"1","65","1","3","1525"
"1","65","1","4","1526"
"1","66","1","1","1531"
"1","66","1","2","1532"
"1","66","1","3","1533"
"1","66","2","1","1534"
"1","66","2","2","1535"
"1","66","2","3","1536"
"1","66","3","1","1537"
"1","66","3","2","1538"
"1","66","3","3","1539"
"1","66","4","1","1540"
"1","66","4","2","1541"
"1","66","4","3","1542"
"1","66","5","1","1543"
"1","66","5","2","1544"
"1","66","5","3","1545"
"1","66","6","1","1546"
"1","66","6","2","1547"
"1","66","6","3","1548"
"1","66","7","1","1549"
"1","66","7","2","1550"
"1","66","7","3","1551"
"1","67","1","1","3145"
"1","67","1","2","3146"
"1","67","2","1","3149"
"1","67","2","2","3150"
"1","67","3","1","3151"
"1","67","3","2","3152"
"1","67","4","1","3153"
"1","67","4","2","3154"
"1","68","1","1","1583"
"1","68","1","2","1584"
"1","68","1","3","1585"
"1","68","1","4","1586"
"1","68","2","1","1587"
"1","68","2","2","1588"
"1","68","2","3","1589"
"1","68","2","4","1590"
"1","68","3","1","1591"
"1","68","3","2","1592"
"1","68","3","3","1593"
"1","68","3","4","1594"
"1","68","4","1","1595"
"1","68","4","2","1596"
"1","68","4","3","1597"
"1","68","4","4","1598"
"1","68","5","1","1599"
"1","68","5","2","1600"
"1","68","5","3","1601"
"1","68","5","4","1602"
"1","69","1","1","1623"
"1","69","1","2","1624"
"1","69","1","3","1625"
"1","69","1","4","1626"
"1","69","2","1","1627"
"1","69","2","2","1628"
"1","69","2","3","1629"
"1","69","2","4","1626"
"1","69","3","1","1630"
"1","69","3","2","1631"
"1","69","3","3","1632"
"1","69","3","4","1626"
"1","69","4","1","1633"
"1","69","4","2","1634"
"1","69","4","3","1635"
"1","69","4","4","1626"
"1","69","5","1","1636"
"1","69","5","2","1637"
"1","69","5","3","1638"
"1","69","5","4","1626"
"1","70","1","1","1655"
"1","70","1","2","1656"
"1","70","2","1","1657"
"1","70","2","2","1658"
"1","70","3","1","1659"
"1","70","3","2","1660"
"1","70","4","1","1661"
"1","70","4","2","1662"
"1","70","5","1","1663"
"1","70","5","2","1664"
"1","71","1","1","3205"
"1","71","1","2","3206"
"1","71","1","3","3207"
"1","71","1","4","3208"
"1","71","1","5","3209"
"1","71","2","1","3210"
"1","71","2","2","3211"
"1","71","2","3","3212"
"1","71","2","4","3213"
